Deformation,      Standard force,       Bending angle,Absolute crosshead t
3.643283367157e+00,  8.979109497070e+02,  9.456000710375e+00, -1.790428509535e+02
3.646609306335e+00,  8.979448242188e+02,  9.464782694772e+00, -1.790395250143e+02
3.649959087372e+00,  8.981641235352e+02,  9.473627881605e+00, -1.790361752333e+02
3.653283119202e+00,  8.984099121094e+02,  9.482405324046e+00, -1.790328512015e+02
3.656621932983e+00,  8.986081542969e+02,  9.491222047417e+00, -1.790295123877e+02
3.659947395325e+00,  8.986470947266e+02,  9.500003760644e+00, -1.790261869253e+02
3.663281917572e+00,  8.988261108398e+02,  9.508809645925e+00, -1.790228524031e+02
3.666620254517e+00,  8.991021118164e+02,  9.517625852941e+00, -1.790195140662e+02
3.669947385788e+00,  8.992662353516e+02,  9.526412713528e+00, -1.790161869349e+02
3.673279047012e+00,  8.995137329102e+02,  9.535211784214e+00, -1.790128552737e+02
3.676616430283e+00,  8.997349243164e+02,  9.544026214431e+00, -1.790095178904e+02
3.679955720901e+00,  8.999063110352e+02,  9.552845929876e+00, -1.790061785998e+02
3.683286905289e+00,  8.999971313477e+02,  9.561644481970e+00, -1.790028474154e+02
3.686612844467e+00,  9.002518920898e+02,  9.570429425881e+00, -1.789995214762e+02
3.689950704575e+00,  9.004139404297e+02,  9.579246103918e+00, -1.789961836161e+02
3.693289756775e+00,  9.005202636719e+02,  9.588066178135e+00, -1.789928445639e+02
3.696612834930e+00,  9.007552490234e+02,  9.596844302628e+00, -1.789895214857e+02
3.699949026108e+00,  9.010031738281e+02,  9.605657312356e+00, -1.789861852946e+02
3.703284025192e+00,  9.013654174805e+02,  9.614467419625e+00, -1.789828502955e+02
3.706620693207e+00,  9.013471069336e+02,  9.623282182408e+00, -1.789795136275e+02
3.709956645966e+00,  9.015443115234e+02,  9.632095302224e+00, -1.789761776747e+02
3.713283061981e+00,  9.016813354492e+02,  9.640883472725e+00, -1.789728512587e+02
3.716616630554e+00,  9.020479125977e+02,  9.649690785593e+00, -1.789695176901e+02
3.719945669174e+00,  9.023127441406e+02,  9.658486375762e+00, -1.789661886515e+02
3.723283052444e+00,  9.025696411133e+02,  9.667304259321e+00, -1.789628512682e+02
3.726615190506e+00,  9.026806640625e+02,  9.676108530022e+00, -1.789595191302e+02
3.729942321777e+00,  9.026466674805e+02,  9.684899816608e+00, -1.789561919989e+02
3.733284950256e+00,  9.028510131836e+02,  9.693732297923e+00, -1.789528493704e+02
3.736622810364e+00,  9.030300292969e+02,  9.702552425793e+00, -1.789495115103e+02
3.739951848984e+00,  9.030603637695e+02,  9.711349488481e+00, -1.789461824717e+02
3.743281841278e+00,  9.035070190430e+02,  9.720149316134e+00, -1.789428524794e+02
3.746616125107e+00,  9.036755981445e+02,  9.728960729871e+00, -1.789395181956e+02
3.749951601028e+00,  9.038014526367e+02,  9.737775539416e+00, -1.789361827196e+02
3.753281354904e+00,  9.040138549805e+02,  9.746575471889e+00, -1.789328529658e+02
3.756611824036e+00,  9.040253906250e+02,  9.755377539276e+00, -1.789295224966e+02
3.759950637817e+00,  9.041939697266e+02,  9.764201906156e+00, -1.789261836829e+02
3.763287067413e+00,  9.043671875000e+02,  9.773020217171e+00, -1.789228472533e+02
3.766627550125e+00,  9.045891113281e+02,  9.781849486461e+00, -1.789195067705e+02
3.769947767258e+00,  9.048192138672e+02,  9.790625435133e+00, -1.789161865534e+02
3.773278713226e+00,  9.049763793945e+02,  9.799429986036e+00, -1.789128556074e+02
3.776618480682e+00,  9.051077880859e+02,  9.808258099628e+00, -1.789095158400e+02
3.779950141907e+00,  9.052863769531e+02,  9.817065030328e+00, -1.789061841788e+02
3.783279657364e+00,  9.052655029297e+02,  9.825866532853e+00, -1.789028546633e+02
3.786610603333e+00,  9.054336547852e+02,  9.834672060861e+00, -1.788995237173e+02
3.789947748184e+00,  9.057645874023e+02,  9.843494220550e+00, -1.788961865725e+02
3.793289184570e+00,  9.057373657227e+02,  9.852327970678e+00, -1.788928451361e+02
3.796612977982e+00,  9.060252685547e+02,  9.861115321472e+00, -1.788895213427e+02
3.799955368042e+00,  9.060281982422e+02,  9.869952082249e+00, -1.788861789526e+02
3.803281784058e+00,  9.062113647461e+02,  9.878746853665e+00, -1.788828525366e+02
3.806618452072e+00,  9.064758300781e+02,  9.887568974523e+00, -1.788795158686e+02
3.809946060181e+00,  9.065917968750e+02,  9.896367384369e+00, -1.788761882605e+02
3.813281774521e+00,  9.067439575195e+02,  9.905187471392e+00, -1.788728525461e+02
3.816617727280e+00,  9.069171752930e+02,  9.914008432847e+00, -1.788695165934e+02
3.819952487946e+00,  9.069803466797e+02,  9.922826485977e+00, -1.788661818327e+02
3.823293924332e+00,  9.072217407227e+02,  9.931662436035e+00, -1.788628403963e+02
3.826620101929e+00,  9.074383544922e+02,  9.940458279332e+00, -1.788595142187e+02
3.829947948456e+00,  9.077608032227e+02,  9.949258778465e+00, -1.788561863722e+02
3.833285093307e+00,  9.078339843750e+02,  9.958084110511e+00, -1.788528492274e+02
3.836620092392e+00,  9.079701538086e+02,  9.966904011406e+00, -1.788495142283e+02
3.839944601059e+00,  9.081837768555e+02,  9.975696411021e+00, -1.788461897196e+02
3.843279600143e+00,  9.083798217773e+02,  9.984516797741e+00, -1.788428547205e+02
3.846616268158e+00,  9.084785156250e+02,  9.993341841797e+00, -1.788395180525e+02
3.849958658218e+00,  9.085380249023e+02,  1.000218226387e+01, -1.788361756624e+02
3.853282928467e+00,  9.087435302734e+02,  1.001097500224e+01, -1.788328513922e+02
3.856620073318e+00,  9.089317626953e+02,  1.001980203688e+01, -1.788295142473e+02
3.859952688217e+00,  9.092474975586e+02,  1.002861733209e+01, -1.788261816325e+02
3.863283872604e+00,  9.093521728516e+02,  1.003742908564e+01, -1.788228504481e+02
3.866614341736e+00,  9.094486083984e+02,  1.004623918924e+01, -1.788195199789e+02
3.869942426682e+00,  9.096691284180e+02,  1.005504322765e+01, -1.788161918940e+02
3.873280525208e+00,  9.100517578125e+02,  1.006387399837e+01, -1.788128537955e+02
3.876616716385e+00,  9.100300903320e+02,  1.007269996600e+01, -1.788095176043e+02
3.879955053329e+00,  9.103057250977e+02,  1.008153185310e+01, -1.788061792673e+02
3.883288860321e+00,  9.103485717773e+02,  1.009035199807e+01, -1.788028454603e+02
3.886615514755e+00,  9.106755981445e+02,  1.009915346102e+01, -1.787995188059e+02
3.889953136444e+00,  9.108517456055e+02,  1.010798418259e+01, -1.787961811842e+02
3.893283843994e+00,  9.110546875000e+02,  1.011679685235e+01, -1.787928504767e+02
3.896610260010e+00,  9.111972045898e+02,  1.012559840808e+01, -1.787895240607e+02
3.899945735931e+00,  9.113009033203e+02,  1.013442417759e+01, -1.787861885847e+02
3.903280258179e+00,  9.113388671875e+02,  1.014324766544e+01, -1.787828540625e+02
3.906624078751e+00,  9.117077026367e+02,  1.015209600029e+01, -1.787795102419e+02
3.909951925278e+00,  9.120103149414e+02,  1.016090230622e+01, -1.787761823954e+02
3.913284301758e+00,  9.121101074219e+02,  1.016972084058e+01, -1.787728500189e+02
3.916617393494e+00,  9.122780151367e+02,  1.017854150893e+01, -1.787695169272e+02
3.919950008392e+00,  9.124047851563e+02,  1.018736115647e+01, -1.787661843123e+02
3.923284769058e+00,  9.125592041016e+02,  1.019618672395e+01, -1.787628495516e+02
3.926612138748e+00,  9.125346679688e+02,  1.020499297136e+01, -1.787595221819e+02
3.929941177368e+00,  9.126771850586e+02,  1.021380387604e+01, -1.787561931433e+02
3.933283805847e+00,  9.127102050781e+02,  1.022265099046e+01, -1.787528505148e+02
3.936620235443e+00,  9.128145751953e+02,  1.023148193942e+01, -1.787495140852e+02
3.939952850342e+00,  9.130124511719e+02,  1.024030303228e+01, -1.787461814703e+02
3.943283796310e+00,  9.131484985352e+02,  1.024911994799e+01, -1.787428505244e+02
3.946615934372e+00,  9.130853271484e+02,  1.025794025946e+01, -1.787395183863e+02
3.949952602386e+00,  9.134089355469e+02,  1.026677280269e+01, -1.787361817183e+02
3.953279256821e+00,  9.136109619141e+02,  1.027557907860e+01, -1.787328550638e+02
3.956616878510e+00,  9.137106933594e+02,  1.028441462741e+01, -1.787295174422e+02
3.959947347641e+00,  9.140496215820e+02,  1.029323148162e+01, -1.787261869730e+02
3.963286876678e+00,  9.143035278320e+02,  1.030207256111e+01, -1.787228474440e+02
3.966630697250e+00,  9.144780273438e+02,  1.031092524344e+01, -1.787195036234e+02
3.969955921173e+00,  9.144984130859e+02,  1.031972893109e+01, -1.787161783995e+02
3.973280429840e+00,  9.146514282227e+02,  1.032853096372e+01, -1.787128538908e+02
3.976619958878e+00,  9.149572143555e+02,  1.033737300475e+01, -1.787095143618e+02
3.979949712753e+00,  9.151926879883e+02,  1.034618940375e+01, -1.787061846079e+02
3.983280420303e+00,  9.152290649414e+02,  1.035500856710e+01, -1.787028539004e+02
3.986611127853e+00,  9.155724487305e+02,  1.036382796966e+01, -1.786995231928e+02
3.989951848984e+00,  9.156455688477e+02,  1.037267412744e+01, -1.786961824717e+02
3.993286371231e+00,  9.159935913086e+02,  1.038150411053e+01, -1.786928479494e+02
3.996613979340e+00,  9.161246337891e+02,  1.039031602341e+01, -1.786895203413e+02
3.999951839447e+00,  9.162531738281e+02,  1.039915532437e+01, -1.786861824812e+02
4.003281116486e+00,  9.165906372070e+02,  1.040797213460e+01, -1.786828532042e+02
4.006616115570e+00,  9.164661254883e+02,  1.041680433747e+01, -1.786795182051e+02
4.009945869446e+00,  9.165606689453e+02,  1.042562288796e+01, -1.786761884512e+02
4.013278484344e+00,  9.166696777344e+02,  1.043444925433e+01, -1.786728558363e+02
4.016615867615e+00,  9.168061523438e+02,  1.044328848892e+01, -1.786695184531e+02
4.019947528839e+00,  9.169351196289e+02,  1.045211280711e+01, -1.786661867918e+02
4.023295402527e+00,  9.172277832031e+02,  1.046098030622e+01, -1.786628389181e+02
4.026620864868e+00,  9.173221435547e+02,  1.046978868279e+01, -1.786595134558e+02
4.029944896698e+00,  9.176816406250e+02,  1.047859350752e+01, -1.786561894240e+02
4.033283233643e+00,  9.177568969727e+02,  1.048743646287e+01, -1.786528510870e+02
4.036617279053e+00,  9.180407104492e+02,  1.049626828895e+01, -1.786495170416e+02
4.039941787720e+00,  9.180021362305e+02,  1.050507508975e+01, -1.786461925329e+02
4.043282508850e+00,  9.181734008789e+02,  1.051392507692e+01, -1.786428518118e+02
4.046615123749e+00,  9.182927856445e+02,  1.052275382799e+01, -1.786395191969e+02
4.049962997437e+00,  9.184456787109e+02,  1.053162324219e+01, -1.786361713232e+02
4.053282260895e+00,  9.185539550781e+02,  1.054041709720e+01, -1.786328520598e+02
4.056613922119e+00,  9.188383789063e+02,  1.054924403532e+01, -1.786295203985e+02
4.059947490692e+00,  9.191210937500e+02,  1.055807626456e+01, -1.786261868300e+02
4.063280582428e+00,  9.191150512695e+02,  1.056690746815e+01, -1.786228537382e+02
4.066616535187e+00,  9.193440551758e+02,  1.057574649010e+01, -1.786195177855e+02
4.069943428040e+00,  9.195020141602e+02,  1.058456174367e+01, -1.786161908926e+02
4.073275089264e+00,  9.194649658203e+02,  1.059338986906e+01, -1.786128592314e+02
4.076614856720e+00,  9.198433227539e+02,  1.060223971211e+01, -1.786095194639e+02
4.079954147339e+00,  9.201160278320e+02,  1.061108852982e+01, -1.786061801733e+02
4.083289146423e+00,  9.200985717773e+02,  1.061992621298e+01, -1.786028451742e+02
4.086617946625e+00,  9.202492675781e+02,  1.062874770597e+01, -1.785995163740e+02
4.089951992035e+00,  9.204915161133e+02,  1.063758333604e+01, -1.785961823286e+02
4.093285083771e+00,  9.206138305664e+02,  1.064641667575e+01, -1.785928492369e+02
4.096612453461e+00,  9.208031005859e+02,  1.065523508722e+01, -1.785895218672e+02
4.099953651428e+00,  9.207084960938e+02,  1.066409038475e+01, -1.785861806692e+02
4.103279113770e+00,  9.210722045898e+02,  1.067290421379e+01, -1.785828552069e+02
4.106618404388e+00,  9.210613403320e+02,  1.068175493044e+01, -1.785795159163e+02
4.109959602356e+00,  9.213305053711e+02,  1.069061094012e+01, -1.785761747183e+02
4.113285541534e+00,  9.213510131836e+02,  1.069942674164e+01, -1.785728487791e+02
4.116615295410e+00,  9.217561645508e+02,  1.070825289028e+01, -1.785695190253e+02
4.119948863983e+00,  9.219000854492e+02,  1.071708938675e+01, -1.785661854567e+02
4.123287677765e+00,  9.219489746094e+02,  1.072594002389e+01, -1.785628466429e+02
4.126616001129e+00,  9.222487792969e+02,  1.073476308855e+01, -1.785595183195e+02
4.129941463470e+00,  9.222705078125e+02,  1.074357880402e+01, -1.785561928572e+02
4.133287906647e+00,  9.225449218750e+02,  1.075245037629e+01, -1.785528464140e+02
4.136620521545e+00,  9.224779052734e+02,  1.076128552551e+01, -1.785495137991e+02
4.139949798584e+00,  9.226003417969e+02,  1.077011206109e+01, -1.785461845221e+02
4.143286705017e+00,  9.229986572266e+02,  1.077895905965e+01, -1.785428476157e+02
4.146615982056e+00,  9.230307617188e+02,  1.078778606613e+01, -1.785395183386e+02
4.149952888489e+00,  9.232464599609e+02,  1.079663353650e+01, -1.785361814322e+02
4.153276920319e+00,  9.235458374023e+02,  1.080544710585e+01, -1.785328574003e+02
4.156613349915e+00,  9.236291503906e+02,  1.081429378297e+01, -1.785295209708e+02
4.159950256348e+00,  9.237271728516e+02,  1.082314196031e+01, -1.785261840643e+02
4.163280963898e+00,  9.240432128906e+02,  1.083197393578e+01, -1.785228533568e+02
4.166625976563e+00,  9.243919067383e+02,  1.084084408023e+01, -1.785195083441e+02
4.169953346252e+00,  9.243531494141e+02,  1.084966767480e+01, -1.785161809744e+02
4.173278331757e+00,  9.244035644531e+02,  1.085848518090e+01, -1.785128559889e+02
4.176609516144e+00,  9.245930786133e+02,  1.086731936024e+01, -1.785095248045e+02
4.179946422577e+00,  9.247664794922e+02,  1.087616894943e+01, -1.785061878981e+02
4.183278560638e+00,  9.250620727539e+02,  1.088500612756e+01, -1.785028557600e+02
4.186614036560e+00,  9.251519165039e+02,  1.089385239296e+01, -1.784995202841e+02
4.189949989319e+00,  9.251979370117e+02,  1.090270015802e+01, -1.784961843313e+02
4.193296432495e+00,  9.256284179688e+02,  1.091157598229e+01, -1.784928378882e+02
4.196617126465e+00,  9.257362670898e+02,  1.092038374515e+01, -1.784895171942e+02
4.199947834015e+00,  9.257495117188e+02,  1.092921830159e+01, -1.784861864867e+02
4.203276634216e+00,  9.260080566406e+02,  1.093804803262e+01, -1.784828576865e+02
4.206617832184e+00,  9.260451049805e+02,  1.094691088397e+01, -1.784795164885e+02
4.209947586060e+00,  9.262367553711e+02,  1.095574361283e+01, -1.784761867346e+02
4.213279247284e+00,  9.263016357422e+02,  1.096458163503e+01, -1.784728550734e+02
4.216650485992e+00,  9.265651855469e+02,  1.097352488385e+01, -1.784694838347e+02
4.219948291779e+00,  9.265554809570e+02,  1.098227356074e+01, -1.784661860289e+02
4.223289966583e+00,  9.266976928711e+02,  1.099113885026e+01, -1.784628443541e+02
4.226616859436e+00,  9.270065307617e+02,  1.099996515740e+01, -1.784595174612e+02
4.229945182800e+00,  9.271639404297e+02,  1.100879549264e+01, -1.784561891379e+02
4.233282566071e+00,  9.272308349609e+02,  1.101765009845e+01, -1.784528517546e+02
4.236620426178e+00,  9.273784790039e+02,  1.102650620352e+01, -1.784495138945e+02
4.239947795868e+00,  9.275845947266e+02,  1.103533470808e+01, -1.784461865248e+02
4.243281841278e+00,  9.275668334961e+02,  1.104418115853e+01, -1.784428524794e+02
4.246615886688e+00,  9.277211303711e+02,  1.105302784235e+01, -1.784395184340e+02
4.249958992004e+00,  9.278884277344e+02,  1.106189880031e+01, -1.784361753287e+02
4.253287792206e+00,  9.280549316406e+02,  1.107073203249e+01, -1.784328465285e+02
4.256616592407e+00,  9.281167602539e+02,  1.107956549707e+01, -1.784295177283e+02
4.259947776794e+00,  9.283600463867e+02,  1.108840552099e+01, -1.784261865439e+02
4.263283729553e+00,  9.283329467773e+02,  1.109725843189e+01, -1.784228505911e+02
4.266621112823e+00,  9.284680175781e+02,  1.110611537235e+01, -1.784195132078e+02
4.269945144653e+00,  9.286438598633e+02,  1.111493711185e+01, -1.784161891760e+02
4.273277759552e+00,  9.288975830078e+02,  1.112378186241e+01, -1.784128565611e+02
4.276620388031e+00,  9.289725952148e+02,  1.113265342246e+01, -1.784095139326e+02
4.279958248138e+00,  9.288548583984e+02,  1.114151256019e+01, -1.784061760725e+02
4.283286571503e+00,  9.289864501953e+02,  1.115034661809e+01, -1.784028477492e+02
4.286612987518e+00,  9.292474365234e+02,  1.115917584488e+01, -1.783995213331e+02
4.289950847626e+00,  9.293473510742e+02,  1.116803567989e+01, -1.783961834730e+02
4.293286323547e+00,  9.295940551758e+02,  1.117688941896e+01, -1.783928479971e+02
4.296610355377e+00,  9.299492797852e+02,  1.118571301179e+01, -1.783895239653e+02
4.299947738647e+00,  9.301589965820e+02,  1.119457227787e+01, -1.783861865820e+02
4.303281784058e+00,  9.303213500977e+02,  1.120342291552e+01, -1.783828525366e+02
4.306622028351e+00,  9.303718261719e+02,  1.121229024141e+01, -1.783795122923e+02
4.309955120087e+00,  9.306501464844e+02,  1.122113881138e+01, -1.783761792006e+02
4.313286781311e+00,  9.305920410156e+02,  1.122998381512e+01, -1.783728475394e+02
4.316616058350e+00,  9.309267578125e+02,  1.123882272032e+01, -1.783695182623e+02
4.319944381714e+00,  9.310444946289e+02,  1.124765932441e+01, -1.783661899390e+02
4.323283672333e+00,  9.311826171875e+02,  1.125652527808e+01, -1.783628506483e+02
4.326609134674e+00,  9.310867919922e+02,  1.126535474779e+01, -1.783595251860e+02
4.329948425293e+00,  9.313065185547e+02,  1.127422116468e+01, -1.783561858954e+02
4.333291053772e+00,  9.314547119141e+02,  1.128309667649e+01, -1.783528432669e+02
4.336628437042e+00,  9.316268310547e+02,  1.129195849277e+01, -1.783495058836e+02
4.339951992035e+00,  9.317020874023e+02,  1.130078382066e+01, -1.783461823286e+02
4.343278884888e+00,  9.319083251953e+02,  1.130961824174e+01, -1.783428554358e+02
4.346617698669e+00,  9.323989257813e+02,  1.131848454950e+01, -1.783395166220e+02
4.349957942963e+00,  9.324168090820e+02,  1.132735488765e+01, -1.783361763777e+02
4.353277206421e+00,  9.325881958008e+02,  1.133616973861e+01, -1.783328571142e+02
4.356615543365e+00,  9.325626831055e+02,  1.134503547295e+01, -1.783295187773e+02
4.359947204590e+00,  9.325039062500e+02,  1.135388370883e+01, -1.783261871161e+02
4.363283634186e+00,  9.328341064453e+02,  1.136274483922e+01, -1.783228506865e+02
4.366623401642e+00,  9.330229492188e+02,  1.137161506564e+01, -1.783195109190e+02
4.369954109192e+00,  9.332672119141e+02,  1.138046145965e+01, -1.783161802115e+02
4.373281955719e+00,  9.333439331055e+02,  1.138930048425e+01, -1.783128523649e+02
4.376614093781e+00,  9.334306030273e+02,  1.139815113726e+01, -1.783095202269e+02
4.379949092865e+00,  9.336478881836e+02,  1.140700961969e+01, -1.783061852278e+02
4.383281707764e+00,  9.339215698242e+02,  1.141586199909e+01, -1.783028526129e+02
4.386610984802e+00,  9.339651489258e+02,  1.142470574155e+01, -1.782995233359e+02
4.389953613281e+00,  9.340559692383e+02,  1.143358518074e+01, -1.782961807074e+02
4.393291473389e+00,  9.344992675781e+02,  1.144245218355e+01, -1.782928428473e+02
4.396618843079e+00,  9.344828491211e+02,  1.145129154775e+01, -1.782895154776e+02
4.399953842163e+00,  9.344600830078e+02,  1.146015140936e+01, -1.782861804785e+02
4.403276443481e+00,  9.346678466797e+02,  1.146897856305e+01, -1.782828578772e+02
4.406620502472e+00,  9.348811645508e+02,  1.147786295338e+01, -1.782795138182e+02
4.409946918488e+00,  9.348964233398e+02,  1.148670069932e+01, -1.782761874022e+02
4.413278579712e+00,  9.350651245117e+02,  1.149555260967e+01, -1.782728557410e+02
4.416617393494e+00,  9.352093505859e+02,  1.150442375327e+01, -1.782695169272e+02
4.419954299927e+00,  9.354526977539e+02,  1.151329005865e+01, -1.782661800207e+02
4.423293113708e+00,  9.357530517578e+02,  1.152216166153e+01, -1.782628412070e+02
4.426619052887e+00,  9.358699951172e+02,  1.153099928340e+01, -1.782595152678e+02
4.429949760437e+00,  9.361058349609e+02,  1.153984980392e+01, -1.782561845602e+02
4.433286190033e+00,  9.363135375977e+02,  1.154871575823e+01, -1.782528481306e+02
4.436617374420e+00,  9.363511962891e+02,  1.155756800282e+01, -1.782495169462e+02
4.439947128296e+00,  9.364873657227e+02,  1.156641667405e+01, -1.782461871924e+02
4.443284988403e+00,  9.367047119141e+02,  1.157528711597e+01, -1.782428493323e+02
4.446617126465e+00,  9.368598632813e+02,  1.158414257979e+01, -1.782395171942e+02
4.449959278107e+00,  9.369348144531e+02,  1.159302488473e+01, -1.782361750426e+02
4.453286170959e+00,  9.369971923828e+02,  1.160186686480e+01, -1.782328481497e+02
4.456620693207e+00,  9.371457519531e+02,  1.161072934971e+01, -1.782295136275e+02
4.459947109222e+00,  9.374158325195e+02,  1.161957051723e+01, -1.782261872114e+02
4.463278770447e+00,  9.374262084961e+02,  1.162842585332e+01, -1.782228555502e+02
4.466618537903e+00,  9.377349243164e+02,  1.163730296368e+01, -1.782195157828e+02
4.469943046570e+00,  9.378079223633e+02,  1.164613974320e+01, -1.782161912741e+02
4.473283290863e+00,  9.379523925781e+02,  1.165501857721e+01, -1.782128510298e+02
4.476617336273e+00,  9.381130981445e+02,  1.166388116162e+01, -1.782095169844e+02
4.479956150055e+00,  9.382715454102e+02,  1.167275664943e+01, -1.782061781706e+02
4.483284473419e+00,  9.382574462891e+02,  1.168160447792e+01, -1.782028498472e+02
4.486615180969e+00,  9.386306762695e+02,  1.169045887128e+01, -1.781995191397e+02
4.489953994751e+00,  9.386451416016e+02,  1.169933504208e+01, -1.781961803259e+02
4.493286609650e+00,  9.390808715820e+02,  1.170819496055e+01, -1.781928477110e+02
4.496609210968e+00,  9.389925537109e+02,  1.171702848339e+01, -1.781895251097e+02
4.499949455261e+00,  9.392473754883e+02,  1.172590913948e+01, -1.781861848654e+02
4.503272533417e+00,  9.393574218750e+02,  1.173474438234e+01, -1.781828617873e+02
4.506619930267e+00,  9.395126342773e+02,  1.174364451052e+01, -1.781795143904e+02
4.509952068329e+00,  9.394546508789e+02,  1.175250429541e+01, -1.781761822523e+02
4.513287067413e+00,  9.395811157227e+02,  1.176137191425e+01, -1.781728472533e+02
4.516623973846e+00,  9.395302734375e+02,  1.177024483166e+01, -1.781695103468e+02
4.519946575165e+00,  9.399495849609e+02,  1.177907993694e+01, -1.781661877455e+02
4.523288249969e+00,  9.401684570313e+02,  1.178796598730e+01, -1.781628460707e+02
4.526618480682e+00,  9.402683715820e+02,  1.179682183228e+01, -1.781595158400e+02
4.529944896698e+00,  9.400847167969e+02,  1.180566775856e+01, -1.781561894240e+02
4.533285617828e+00,  9.403756103516e+02,  1.181455195306e+01, -1.781528487028e+02
4.536624908447e+00,  9.405346679688e+02,  1.182343257025e+01, -1.781495094122e+02
4.539953708649e+00,  9.407644653320e+02,  1.183228551464e+01, -1.781461806120e+02
4.543285369873e+00,  9.407852172852e+02,  1.184114629351e+01, -1.781428489508e+02
4.546610832214e+00,  9.410888061523e+02,  1.184999081102e+01, -1.781395234885e+02
4.549955844879e+00,  9.411362915039e+02,  1.185888755193e+01, -1.781361784758e+02
4.553275585175e+00,  9.413183593750e+02,  1.186771730052e+01, -1.781328587355e+02
4.556615829468e+00,  9.413771362305e+02,  1.187660181088e+01, -1.781295184912e+02
4.559948921204e+00,  9.416954345703e+02,  1.188546752230e+01, -1.781261853995e+02
4.563287258148e+00,  9.415321655273e+02,  1.189434741141e+01, -1.781228470625e+02
4.566622734070e+00,  9.419365844727e+02,  1.190321991599e+01, -1.781195115866e+02
4.569950580597e+00,  9.419826049805e+02,  1.191207235083e+01, -1.781161837401e+02
4.573281764984e+00,  9.423867797852e+02,  1.192093388951e+01, -1.781128525557e+02
4.576613903046e+00,  9.425362548828e+02,  1.192979819003e+01, -1.781095204176e+02
4.579945087433e+00,  9.424231567383e+02,  1.193866017828e+01, -1.781061892332e+02
4.583281517029e+00,  9.426096191406e+02,  1.194753634558e+01, -1.781028528036e+02
4.586611747742e+00,  9.426732177734e+02,  1.195639624613e+01, -1.780995225729e+02
4.589952468872e+00,  9.428692626953e+02,  1.196528428126e+01, -1.780961818518e+02
4.593289852142e+00,  9.431713256836e+02,  1.197416366130e+01, -1.780928444685e+02
4.596616744995e+00,  9.432351684570e+02,  1.198301535479e+01, -1.780895175757e+02
4.599955558777e+00,  9.432752075195e+02,  1.199189899053e+01, -1.780861787619e+02
4.603278636932e+00,  9.435779418945e+02,  1.200074098180e+01, -1.780828556837e+02
4.606620788574e+00,  9.435507812500e+02,  1.200963394836e+01, -1.780795135321e+02
4.609949588776e+00,  9.437717895508e+02,  1.201849161281e+01, -1.780761847319e+02
4.613277912140e+00,  9.439549560547e+02,  1.202734823195e+01, -1.780728564085e+02
4.616619586945e+00,  9.441137695313e+02,  1.203624060383e+01, -1.780695147337e+02
4.619952678680e+00,  9.442275390625e+02,  1.204511035997e+01, -1.780661816420e+02
4.623298168182e+00,  9.445195312500e+02,  1.205401333317e+01, -1.780628361525e+02
4.626617908478e+00,  9.445523681641e+02,  1.206284800579e+01, -1.780595164122e+02
4.629945755005e+00,  9.446452636719e+02,  1.207170447389e+01, -1.780561885657e+02
4.633284091949e+00,  9.449769897461e+02,  1.208058908434e+01, -1.780528502287e+02
4.636616706848e+00,  9.450990600586e+02,  1.208945868988e+01, -1.780495176138e+02
4.639941692352e+00,  9.452734985352e+02,  1.209830821275e+01, -1.780461926283e+02
4.643283843994e+00,  9.452493286133e+02,  1.210720364770e+01, -1.780428504767e+02
4.646609306335e+00,  9.454050292969e+02,  1.211605488542e+01, -1.780395250143e+02
4.649955749512e+00,  9.456696777344e+02,  1.212496219120e+01, -1.780361785712e+02
4.653281688690e+00,  9.455551757813e+02,  1.213381514387e+01, -1.780328526320e+02
4.656624317169e+00,  9.456856689453e+02,  1.214271274371e+01, -1.780295100035e+02
4.659949779510e+00,  9.460104370117e+02,  1.215156487226e+01, -1.780261845412e+02
4.663278579712e+00,  9.457946166992e+02,  1.216042610812e+01, -1.780228557410e+02
4.666623115540e+00,  9.460295410156e+02,  1.216932945587e+01, -1.780195112051e+02
4.669950008392e+00,  9.460913696289e+02,  1.217818605947e+01, -1.780161843123e+02
4.673277378082e+00,  9.463026733398e+02,  1.218704415431e+01, -1.780128569426e+02
4.676617145538e+00,  9.463374633789e+02,  1.219593547738e+01, -1.780095171751e+02
4.679956436157e+00,  9.464614257813e+02,  1.220482575429e+01, -1.780061778845e+02
4.683289527893e+00,  9.468929443359e+02,  1.221369975034e+01, -1.780028447928e+02
4.686615467072e+00,  9.468895874023e+02,  1.222255492504e+01, -1.779995188536e+02
4.689951419830e+00,  9.469119873047e+02,  1.223143698273e+01, -1.779961829008e+02
4.693288326263e+00,  9.471781616211e+02,  1.224032180219e+01, -1.779928459944e+02
4.696611404419e+00,  9.471309814453e+02,  1.224917002376e+01, -1.779895229162e+02
4.699949741364e+00,  9.474577636719e+02,  1.225805909640e+01, -1.779861845793e+02
4.703283309937e+00,  9.477584838867e+02,  1.226693569427e+01, -1.779828510107e+02
4.706620693207e+00,  9.476773681641e+02,  1.227582267210e+01, -1.779795136275e+02
4.709957122803e+00,  9.477380981445e+02,  1.228470733260e+01, -1.779761771979e+02
4.713285923004e+00,  9.481213378906e+02,  1.229357189789e+01, -1.779728483977e+02
4.716619968414e+00,  9.479960937500e+02,  1.230245065261e+01, -1.779695143523e+02
4.719943523407e+00,  9.482950439453e+02,  1.231130169126e+01, -1.779661907973e+02
