Deformation,      Standard force,       Bending angle,Absolute crosshead t
5.869945049286e+00,  9.898589477539e+02,  1.538652272376e+01, -1.768161892714e+02
5.873280048370e+00,  9.900414428711e+02,  1.539547570674e+01, -1.768128542723e+02
5.876614093781e+00,  9.899509277344e+02,  1.540442632070e+01, -1.768095202269e+02
5.879952907562e+00,  9.899674682617e+02,  1.541338992733e+01, -1.768061814131e+02
5.883289813995e+00,  9.902817993164e+02,  1.542234860470e+01, -1.768028445067e+02
5.886613845825e+00,  9.901670532227e+02,  1.543127290739e+01, -1.767995204748e+02
5.889949798584e+00,  9.905169677734e+02,  1.544022940582e+01, -1.767961845221e+02
5.893284797668e+00,  9.904518432617e+02,  1.544918353461e+01, -1.767928495230e+02
5.896611213684e+00,  9.905618896484e+02,  1.545811480871e+01, -1.767895231070e+02
5.899950981140e+00,  9.906419067383e+02,  1.546708212158e+01, -1.767861833395e+02
5.903277873993e+00,  9.907463378906e+02,  1.547601505596e+01, -1.767828564467e+02
5.906625270844e+00,  9.909812011719e+02,  1.548500323623e+01, -1.767795090498e+02
5.909955024719e+00,  9.912006225586e+02,  1.549394423313e+01, -1.767761792959e+02
5.913286685944e+00,  9.911995849609e+02,  1.550289054143e+01, -1.767728476347e+02
5.916617870331e+00,  9.913516235352e+02,  1.551183575903e+01, -1.767695164503e+02
5.919950962067e+00,  9.915548706055e+02,  1.552078628822e+01, -1.767661833586e+02
5.923286437988e+00,  9.915565795898e+02,  1.552974340975e+01, -1.767628478827e+02
5.926610469818e+00,  9.915855712891e+02,  1.553866998816e+01, -1.767595238508e+02
5.929942607880e+00,  9.915040283203e+02,  1.554761852481e+01, -1.767561917128e+02
5.933281898499e+00,  9.919946289063e+02,  1.555658645981e+01, -1.767528524222e+02
5.936621665955e+00,  9.921378784180e+02,  1.556555586553e+01, -1.767495126547e+02
5.939949512482e+00,  9.920198364258e+02,  1.557449344499e+01, -1.767461848082e+02
5.943287372589e+00,  9.921433715820e+02,  1.558345810733e+01, -1.767428469481e+02
5.946614265442e+00,  9.923635253906e+02,  1.559239350307e+01, -1.767395200552e+02
5.949952125549e+00,  9.925478515625e+02,  1.560135854401e+01, -1.767361821951e+02
5.953279495239e+00,  9.926687622070e+02,  1.561029559769e+01, -1.767328548254e+02
5.956615447998e+00,  9.928195190430e+02,  1.561925589374e+01, -1.767295188727e+02
5.959948062897e+00,  9.927293090820e+02,  1.562820741316e+01, -1.767261862578e+02
5.963288307190e+00,  9.929010009766e+02,  1.563717961465e+01, -1.767228460135e+02
5.966629028320e+00,  9.929351196289e+02,  1.564615328638e+01, -1.767195052923e+02
5.969953060150e+00,  9.929520874023e+02,  1.565508231611e+01, -1.767161812605e+02
5.973280429840e+00,  9.932445068359e+02,  1.566402049965e+01, -1.767128538908e+02
5.976618766785e+00,  9.934152221680e+02,  1.567298833268e+01, -1.767095155539e+02
5.979949951172e+00,  9.935287475586e+02,  1.568193713986e+01, -1.767061843695e+02
5.983282089233e+00,  9.936365356445e+02,  1.569088869694e+01, -1.767028522314e+02
5.986608982086e+00,  9.934809570313e+02,  1.569982635060e+01, -1.766995253386e+02
5.989953517914e+00,  9.935641479492e+02,  1.570881159060e+01, -1.766961808028e+02
5.993290424347e+00,  9.935681152344e+02,  1.571777652238e+01, -1.766928438963e+02
5.996613025665e+00,  9.937508544922e+02,  1.572670320901e+01, -1.766895212950e+02
5.999953746796e+00,  9.939830932617e+02,  1.573567876534e+01, -1.766861805739e+02
6.003283500671e+00,  9.939414672852e+02,  1.574462504331e+01, -1.766828508200e+02
6.006620407104e+00,  9.940949096680e+02,  1.575359072625e+01, -1.766795139136e+02
6.009947776794e+00,  9.940280761719e+02,  1.576253097263e+01, -1.766761865439e+02
6.013278961182e+00,  9.942911376953e+02,  1.577148165561e+01, -1.766728553595e+02
6.016620159149e+00,  9.942455444336e+02,  1.578045943227e+01, -1.766695141615e+02
6.019949913025e+00,  9.944047851563e+02,  1.578940664579e+01, -1.766661844076e+02
6.023290634155e+00,  9.945211791992e+02,  1.579838351643e+01, -1.766628436865e+02
6.026622295380e+00,  9.943996582031e+02,  1.580733622915e+01, -1.766595120253e+02
6.029947280884e+00,  9.945700073242e+02,  1.581627118924e+01, -1.766561870398e+02
6.033280849457e+00,  9.947420654297e+02,  1.582522940046e+01, -1.766528534712e+02
6.036616325378e+00,  9.946129150391e+02,  1.583419292410e+01, -1.766495179953e+02
6.039944648743e+00,  9.946164550781e+02,  1.584313741269e+01, -1.766461896719e+02
6.043278217316e+00,  9.946339111328e+02,  1.585209618354e+01, -1.766428561034e+02
6.046616554260e+00,  9.946264038086e+02,  1.586106795593e+01, -1.766395177664e+02
6.049959659576e+00,  9.947935791016e+02,  1.587005273058e+01, -1.766361746611e+02
6.053282737732e+00,  9.946600952148e+02,  1.587898386678e+01, -1.766328515829e+02
6.056618213654e+00,  9.948045043945e+02,  1.588794850935e+01, -1.766295161070e+02
6.059947967529e+00,  9.947862548828e+02,  1.589689795877e+01, -1.766261863531e+02
6.063281059265e+00,  9.948952636719e+02,  1.590585656525e+01, -1.766228532614e+02
6.066618442535e+00,  9.948530883789e+02,  1.591482689259e+01, -1.766195158781e+02
6.069945812225e+00,  9.948499755859e+02,  1.592377049047e+01, -1.766161885084e+02
6.073276996613e+00,  9.948851318359e+02,  1.593272452715e+01, -1.766128573241e+02
6.076616287231e+00,  9.949873657227e+02,  1.594170053893e+01, -1.766095180334e+02
6.079954147339e+00,  9.949885864258e+02,  1.595067289152e+01, -1.766061801733e+02
6.083288192749e+00,  9.949078979492e+02,  1.595963517556e+01, -1.766028461279e+02
6.086616516113e+00,  9.950438842773e+02,  1.596858226301e+01, -1.765995178046e+02
6.089948654175e+00,  9.949451293945e+02,  1.597753978996e+01, -1.765961856665e+02
6.093281745911e+00,  9.951922607422e+02,  1.598650006566e+01, -1.765928525748e+02
6.096611499786e+00,  9.951809082031e+02,  1.599545155297e+01, -1.765895228209e+02
6.099950313568e+00,  9.953587646484e+02,  1.600442758162e+01, -1.765861840071e+02
6.103278636932e+00,  9.956019897461e+02,  1.601337559251e+01, -1.765828556837e+02
6.106623172760e+00,  9.955926513672e+02,  1.602236737524e+01, -1.765795111479e+02
6.109958648682e+00,  9.955502929688e+02,  1.603133498556e+01, -1.765761756720e+02
6.113285541534e+00,  9.954434204102e+02,  1.604027970391e+01, -1.765728487791e+02
6.116613864899e+00,  9.956463623047e+02,  1.604922845221e+01, -1.765695204558e+02
6.119949817657e+00,  9.959598388672e+02,  1.605819789786e+01, -1.765661845030e+02
6.123289108276e+00,  9.959055175781e+02,  1.606717650293e+01, -1.765628452124e+02
6.126614093781e+00,  9.959880371094e+02,  1.607611682841e+01, -1.765595202269e+02
6.129940986633e+00,  9.960276489258e+02,  1.608506246577e+01, -1.765561933340e+02
6.133287906647e+00,  9.962369384766e+02,  1.609406213884e+01, -1.765528464140e+02
6.136622428894e+00,  9.960231933594e+02,  1.610302865942e+01, -1.765495118918e+02
6.139948368073e+00,  9.962057495117e+02,  1.611197228340e+01, -1.765461859526e+02
6.143287181854e+00,  9.960866699219e+02,  1.612095071184e+01, -1.765428471388e+02
6.146615505219e+00,  9.963678588867e+02,  1.612990111379e+01, -1.765395188154e+02
6.149953842163e+00,  9.965844116211e+02,  1.613887862770e+01, -1.765361804785e+02
6.153279304504e+00,  9.966558227539e+02,  1.614782170195e+01, -1.765328550162e+02
6.156613349915e+00,  9.970394287109e+02,  1.615678804160e+01, -1.765295209708e+02
6.159949302673e+00,  9.968622436523e+02,  1.616575969425e+01, -1.765261850180e+02
6.163283824921e+00,  9.971683349609e+02,  1.617472768304e+01, -1.765228504957e+02
6.166627407074e+00,  9.972565307617e+02,  1.618372022184e+01, -1.765195069136e+02
6.169952392578e+00,  9.972114868164e+02,  1.619266292768e+01, -1.765161819281e+02
6.173280715942e+00,  9.974128417969e+02,  1.620161479311e+01, -1.765128536047e+02
6.176611900330e+00,  9.975626220703e+02,  1.621057453605e+01, -1.765095224203e+02
6.179952144623e+00,  9.976795043945e+02,  1.621955883024e+01, -1.765061821760e+02
6.183277606964e+00,  9.977465209961e+02,  1.622850354740e+01, -1.765028567137e+02
6.186616897583e+00,  9.978908081055e+02,  1.623748564221e+01, -1.764995174231e+02
6.189953804016e+00,  9.980405273438e+02,  1.624646150687e+01, -1.764961805167e+02
6.193297386169e+00,  9.982760620117e+02,  1.625545551167e+01, -1.764928369345e+02
6.196615695953e+00,  9.984117431641e+02,  1.626438171684e+01, -1.764895186247e+02
6.199950218201e+00,  9.983290405273e+02,  1.627335171515e+01, -1.764861841025e+02
6.203279972076e+00,  9.986847534180e+02,  1.628230906815e+01, -1.764828543486e+02
6.206622123718e+00,  9.985585327148e+02,  1.629129995491e+01, -1.764795121969e+02
6.209949016571e+00,  9.986151733398e+02,  1.630024997484e+01, -1.764761853041e+02
6.213284492493e+00,  9.987335205078e+02,  1.630922326676e+01, -1.764728498282e+02
6.216652870178e+00,  9.989700927734e+02,  1.631828525756e+01, -1.764694814505e+02
6.219949722290e+00,  9.989339599609e+02,  1.632715500173e+01, -1.764661845984e+02
6.223288059235e+00,  9.990446777344e+02,  1.633613653628e+01, -1.764628462614e+02
6.226623535156e+00,  9.991405029297e+02,  1.634511055520e+01, -1.764595107855e+02
6.229943752289e+00,  9.993612670898e+02,  1.635404370102e+01, -1.764561905684e+02
6.233284473419e+00,  9.993615722656e+02,  1.636303219494e+01, -1.764528498472e+02
6.236618041992e+00,  9.994346313477e+02,  1.637200162566e+01, -1.764495162787e+02
6.239946842194e+00,  9.997340087891e+02,  1.638095840710e+01, -1.764461874785e+02
6.243280410767e+00,  9.997149047852e+02,  1.638992819961e+01, -1.764428539099e+02
6.246616363525e+00,  9.999142456055e+02,  1.639890458844e+01, -1.764395179571e+02
6.249959945679e+00,  1.000271545410e+03,  1.640790168813e+01, -1.764361743750e+02
6.253283977509e+00,  1.000270629883e+03,  1.641684636090e+01, -1.764328503432e+02
6.256618976593e+00,  1.000273681641e+03,  1.642582072604e+01, -1.764295153441e+02
6.259944915771e+00,  1.000653137207e+03,  1.643477089122e+01, -1.764261894049e+02
6.263282775879e+00,  1.000932067871e+03,  1.644375331641e+01, -1.764228515448e+02
6.266619682312e+00,  1.001087524414e+03,  1.645273335590e+01, -1.764195146384e+02
6.269945621490e+00,  1.001247436523e+03,  1.646168406082e+01, -1.764161886992e+02
6.273280143738e+00,  1.001307312012e+03,  1.647065804435e+01, -1.764128541769e+02
6.276622772217e+00,  1.001687805176e+03,  1.647965402446e+01, -1.764095115485e+02
6.279958724976e+00,  1.001661193848e+03,  1.648863221867e+01, -1.764061755957e+02
6.283291339874e+00,  1.001774780273e+03,  1.649760160940e+01, -1.764028429808e+02
6.286616802216e+00,  1.001838012695e+03,  1.650655192885e+01, -1.763995175185e+02
6.289952754974e+00,  1.002088745117e+03,  1.651553066239e+01, -1.763961815657e+02
6.293285369873e+00,  1.002256164551e+03,  1.652450059163e+01, -1.763928489508e+02
6.296610832214e+00,  1.002556640625e+03,  1.653345144815e+01, -1.763895234885e+02
6.299951553345e+00,  1.002808532715e+03,  1.654244355518e+01, -1.763861827673e+02
6.303279876709e+00,  1.002857849121e+03,  1.655140247063e+01, -1.763828544440e+02
6.306618690491e+00,  1.002946289063e+03,  1.656038980284e+01, -1.763795156302e+02
6.309957027435e+00,  1.003101379395e+03,  1.656937603115e+01, -1.763761772932e+02
6.313285350800e+00,  1.003221435547e+03,  1.657833548336e+01, -1.763728489699e+02
6.316613674164e+00,  1.003251892090e+03,  1.658729511393e+01, -1.763695206465e+02
6.319946765900e+00,  1.003564331055e+03,  1.659626775931e+01, -1.763661875548e+02
6.323283672333e+00,  1.003597290039e+03,  1.660525085282e+01, -1.763628506483e+02
6.326611518860e+00,  1.003845092773e+03,  1.661420973495e+01, -1.763595228018e+02
6.329949855804e+00,  1.004018432617e+03,  1.662319703707e+01, -1.763561844649e+02
6.333294868469e+00,  1.003969421387e+03,  1.663220249075e+01, -1.763528394522e+02
6.336626052856e+00,  1.004089599609e+03,  1.664117089438e+01, -1.763495082678e+02
6.339951038361e+00,  1.004304687500e+03,  1.665012278655e+01, -1.763461832823e+02
6.343282222748e+00,  1.004333374023e+03,  1.665909154580e+01, -1.763428520979e+02
6.346617698669e+00,  1.004661621094e+03,  1.666807203760e+01, -1.763395166220e+02
6.349957942963e+00,  1.004720947266e+03,  1.667706554642e+01, -1.763361763777e+02
6.353277206421e+00,  1.004846740723e+03,  1.668600274191e+01, -1.763328571142e+02
6.356615066528e+00,  1.004998291016e+03,  1.669499018709e+01, -1.763295192541e+02
6.359949111938e+00,  1.005052734375e+03,  1.670396753877e+01, -1.763261852087e+02
6.363285541534e+00,  1.005116821289e+03,  1.671295148804e+01, -1.763228487791e+02
6.366621971130e+00,  1.005160400391e+03,  1.672193561515e+01, -1.763195123495e+02
6.369955062866e+00,  1.005188293457e+03,  1.673091093176e+01, -1.763161792578e+02
6.373282432556e+00,  1.005370056152e+03,  1.673987101693e+01, -1.763128518881e+02
6.376614093781e+00,  1.005606384277e+03,  1.674884283547e+01, -1.763095202269e+02
6.379950523376e+00,  1.005804748535e+03,  1.675782767206e+01, -1.763061837973e+02
6.383285999298e+00,  1.005867431641e+03,  1.676681011776e+01, -1.763028483214e+02
6.386612415314e+00,  1.005950988770e+03,  1.677576834154e+01, -1.762995219054e+02
6.389953613281e+00,  1.006242492676e+03,  1.678476655125e+01, -1.762961807074e+02
6.393289566040e+00,  1.006201904297e+03,  1.679375081221e+01, -1.762928447546e+02
6.396617889404e+00,  1.006390808105e+03,  1.680271470230e+01, -1.762895164313e+02
6.399950981140e+00,  1.006576354980e+03,  1.681169161107e+01, -1.762861833395e+02
6.403276920319e+00,  1.006484008789e+03,  1.682064943196e+01, -1.762828574003e+02
6.406617641449e+00,  1.006661315918e+03,  1.682964724216e+01, -1.762795166792e+02
6.409946918488e+00,  1.006759643555e+03,  1.683861440531e+01, -1.762761874022e+02
6.413276672363e+00,  1.006922302246e+03,  1.684758302859e+01, -1.762728576483e+02
6.416616916656e+00,  1.007100646973e+03,  1.685658008414e+01, -1.762695174040e+02
6.419953823090e+00,  1.007269470215e+03,  1.686556832554e+01, -1.762661804976e+02
6.423290729523e+00,  1.007307861328e+03,  1.687455674322e+01, -1.762628435911e+02
6.426618576050e+00,  1.007226379395e+03,  1.688352093228e+01, -1.762595157446e+02
6.429946422577e+00,  1.007492980957e+03,  1.689248529649e+01, -1.762561878981e+02
6.433282375336e+00,  1.007446105957e+03,  1.690147167249e+01, -1.762528519453e+02
6.436616420746e+00,  1.007740722656e+03,  1.691045308615e+01, -1.762495178999e+02
6.439945697784e+00,  1.007724243164e+03,  1.691942182968e+01, -1.762461886229e+02
6.443284034729e+00,  1.007761230469e+03,  1.692841515535e+01, -1.762428502859e+02
6.446612834930e+00,  1.007975036621e+03,  1.693738296449e+01, -1.762395214857e+02
6.449960708618e+00,  1.007942382813e+03,  1.694640233393e+01, -1.762361736120e+02
6.453287124634e+00,  1.008093505859e+03,  1.695536407003e+01, -1.762328471960e+02
6.456622600555e+00,  1.008145385742e+03,  1.696435038949e+01, -1.762295117201e+02
6.459947586060e+00,  1.008466674805e+03,  1.697330862032e+01, -1.762261867346e+02
6.463278770447e+00,  1.008352478027e+03,  1.698228372669e+01, -1.762228555502e+02
6.466617584229e+00,  1.008447998047e+03,  1.699127956376e+01, -1.762195167364e+02
6.469941139221e+00,  1.008668029785e+03,  1.700023446273e+01, -1.762161931814e+02
6.473284721375e+00,  1.008765258789e+03,  1.700924349740e+01, -1.762128495993e+02
6.476619243622e+00,  1.008699035645e+03,  1.701822829560e+01, -1.762095150770e+02
6.479953765869e+00,  1.008916198730e+03,  1.702721326824e+01, -1.762061805548e+02
6.483286857605e+00,  1.008832580566e+03,  1.703619456056e+01, -1.762028474631e+02
6.486608505249e+00,  1.009073547363e+03,  1.704514518903e+01, -1.761995258154e+02
6.489953041077e+00,  1.009334289551e+03,  1.705415766741e+01, -1.761961812796e+02
6.493288516998e+00,  1.009523559570e+03,  1.706314590657e+01, -1.761928458037e+02
6.496609687805e+00,  1.009507446289e+03,  1.707209577013e+01, -1.761895246329e+02
6.499952316284e+00,  1.009532714844e+03,  1.708110363180e+01, -1.761861820044e+02
6.503272533417e+00,  1.009825744629e+03,  1.709005127127e+01, -1.761828617873e+02
6.506619930267e+00,  1.009913757324e+03,  1.709907233158e+01, -1.761795143904e+02
6.509952068329e+00,  1.009717712402e+03,  1.710805244398e+01, -1.761761822523e+02
6.513284206390e+00,  1.009799621582e+03,  1.711703272963e+01, -1.761728501143e+02
6.516622543335e+00,  1.009819641113e+03,  1.712602989523e+01, -1.761695117773e+02
6.519946098328e+00,  1.009864685059e+03,  1.713498739449e+01, -1.761661882223e+02
6.523283481598e+00,  1.010013183594e+03,  1.714398233627e+01, -1.761628508391e+02
6.526618957520e+00,  1.010021972656e+03,  1.715297231061e+01, -1.761595153631e+02
6.529945373535e+00,  1.010249694824e+03,  1.716193803858e+01, -1.761561889471e+02
6.533285617828e+00,  1.010463684082e+03,  1.717094121123e+01, -1.761528487028e+02
6.536621570587e+00,  1.010337829590e+03,  1.717993298973e+01, -1.761495127501e+02
6.539954662323e+00,  1.010630676270e+03,  1.718891722926e+01, -1.761461796583e+02
6.543283462524e+00,  1.010660888672e+03,  1.719789007326e+01, -1.761428508581e+02
6.546612739563e+00,  1.010871337891e+03,  1.720686437459e+01, -1.761395215811e+02
6.549954891205e+00,  1.011123352051e+03,  1.721587355323e+01, -1.761361794295e+02
6.553276538849e+00,  1.010920288086e+03,  1.722482763241e+01, -1.761328577818e+02
6.556617736816e+00,  1.011205444336e+03,  1.723383458534e+01, -1.761295165839e+02
6.559950828552e+00,  1.011420166016e+03,  1.724281985833e+01, -1.761261834921e+02
6.563286304474e+00,  1.011216430664e+03,  1.725181173067e+01, -1.761228480162e+02
6.566626071930e+00,  1.011419189453e+03,  1.726081534467e+01, -1.761195082487e+02
6.569953918457e+00,  1.011482666016e+03,  1.726978699279e+01, -1.761161804022e+02
6.573283672333e+00,  1.011767028809e+03,  1.727876395424e+01, -1.761128506483e+02
6.576613903046e+00,  1.011859069824e+03,  1.728774237249e+01, -1.761095204176e+02
6.579948902130e+00,  1.011905151367e+03,  1.729673381797e+01, -1.761061854185e+02
6.583282947540e+00,  1.011770385742e+03,  1.730572286375e+01, -1.761028513731e+02
6.586611270905e+00,  1.011853210449e+03,  1.731469665304e+01, -1.760995230498e+02
6.589951038361e+00,  1.011898498535e+03,  1.732370146933e+01, -1.760961832823e+02
6.593286991119e+00,  1.012004150391e+03,  1.733269617175e+01, -1.760928473295e+02
6.596616744995e+00,  1.012091979980e+03,  1.734167433099e+01, -1.760895175757e+02
6.599950790405e+00,  1.012355224609e+03,  1.735066423255e+01, -1.760861835303e+02
6.603282451630e+00,  1.012296936035e+03,  1.735964787612e+01, -1.760828518690e+02
6.606615066528e+00,  1.012323181152e+03,  1.736863426185e+01, -1.760795192541e+02
6.609950542450e+00,  1.012562683105e+03,  1.737762853310e+01, -1.760761837782e+02
6.613279342651e+00,  1.012373413086e+03,  1.738660497320e+01, -1.760728549780e+02
6.616618633270e+00,  1.012444763184e+03,  1.739560987253e+01, -1.760695156874e+02
6.619951725006e+00,  1.012460937500e+03,  1.740459822613e+01, -1.760661825957e+02
6.623295307159e+00,  1.012584045410e+03,  1.741361504029e+01, -1.760628390135e+02
6.626618862152e+00,  1.012658691406e+03,  1.742257801582e+01, -1.760595154585e+02
6.629944324493e+00,  1.012761779785e+03,  1.743154630431e+01, -1.760561899962e+02
6.633283615112e+00,  1.012860412598e+03,  1.744055205588e+01, -1.760528507056e+02
6.636620044708e+00,  1.012878356934e+03,  1.744955026181e+01, -1.760495142760e+02
6.639942646027e+00,  1.012932983398e+03,  1.745851134251e+01, -1.760461916746e+02
6.643284320831e+00,  1.013151855469e+03,  1.746752403459e+01, -1.760428499998e+02
6.646610260010e+00,  1.013112487793e+03,  1.747649445602e+01, -1.760395240607e+02
6.649956226349e+00,  1.013324157715e+03,  1.748551906315e+01, -1.760361780943e+02
6.653282165527e+00,  1.013402893066e+03,  1.749448982298e+01, -1.760328521551e+02
6.656623840332e+00,  1.013618164063e+03,  1.750350319487e+01, -1.760295104803e+02
6.659949779510e+00,  1.013600219727e+03,  1.751247429252e+01, -1.760261845412e+02
6.663279056549e+00,  1.013789184570e+03,  1.752145456204e+01, -1.760228552641e+02
6.666624069214e+00,  1.013702331543e+03,  1.753047744606e+01, -1.760195102515e+02
6.669946670532e+00,  1.013802490234e+03,  1.753944004581e+01, -1.760161876501e+02
6.673280715942e+00,  1.013834167480e+03,  1.754843368421e+01, -1.760128536047e+02
6.676616191864e+00,  1.013913513184e+03,  1.755743135035e+01, -1.760095181288e+02
6.679955005646e+00,  1.014155822754e+03,  1.756643818970e+01, -1.760061793150e+02
6.683287143707e+00,  1.014075561523e+03,  1.757542718911e+01, -1.760028471770e+02
6.686614036560e+00,  1.014366149902e+03,  1.758440220662e+01, -1.759995202841e+02
6.689949035645e+00,  1.014391174316e+03,  1.759339926078e+01, -1.759961852850e+02
6.693290233612e+00,  1.014654418945e+03,  1.760241320698e+01, -1.759928440871e+02
6.696611881256e+00,  1.014596008301e+03,  1.761137457743e+01, -1.759895224394e+02
6.699949741364e+00,  1.014848388672e+03,  1.762037985511e+01, -1.759861845793e+02
6.703282833099e+00,  1.014968811035e+03,  1.762937243617e+01, -1.759828514876e+02
6.706622600555e+00,  1.014969787598e+03,  1.763838319648e+01, -1.759795117201e+02
6.709952354431e+00,  1.015189758301e+03,  1.764736710763e+01, -1.759761819662e+02
6.713284969330e+00,  1.015210388184e+03,  1.765635890556e+01, -1.759728493513e+02
6.716615200043e+00,  1.015010864258e+03,  1.766534443802e+01, -1.759695191206e+02
6.719945907593e+00,  1.015298522949e+03,  1.767433142428e+01, -1.759661884131e+02
6.723285198212e+00,  1.015195495605e+03,  1.768334173734e+01, -1.759628491225e+02
6.726614475250e+00,  1.015363464355e+03,  1.769232519820e+01, -1.759595198454e+02
6.729941844940e+00,  1.015631164551e+03,  1.770130367908e+01, -1.759561924757e+02
6.733286380768e+00,  1.015580932617e+03,  1.771032864840e+01, -1.759528479399e+02
6.736623764038e+00,  1.015680114746e+03,  1.771933448470e+01, -1.759495105566e+02
6.739954948425e+00,  1.015878540039e+03,  1.772832376035e+01, -1.759461793722e+02
6.743284225464e+00,  1.015985961914e+03,  1.773730805546e+01, -1.759428500952e+02
6.746613979340e+00,  1.016000244141e+03,  1.774629380370e+01, -1.759395203413e+02
6.749953269958e+00,  1.016360595703e+03,  1.775530545501e+01, -1.759361810507e+02
6.753281593323e+00,  1.016417785645e+03,  1.776428767561e+01, -1.759328527273e+02
6.756611347198e+00,  1.016557373047e+03,  1.777327392282e+01, -1.759295229735e+02
6.759945869446e+00,  1.016741821289e+03,  1.778227320514e+01, -1.759261884512e+02
6.763287067413e+00,  1.016678161621e+03,  1.779129067090e+01, -1.759228472533e+02
6.766628742218e+00,  1.017029113770e+03,  1.780030959058e+01, -1.759195055784e+02
6.769948959351e+00,  1.017048034668e+03,  1.780927076296e+01, -1.759161853613e+02
6.773275852203e+00,  1.017133666992e+03,  1.781825011809e+01, -1.759128584685e+02
6.776619911194e+00,  1.017167175293e+03,  1.782727597150e+01, -1.759095144095e+02
6.779949188232e+00,  1.017243103027e+03,  1.783626209312e+01, -1.759061851324e+02
6.783281803131e+00,  1.017460693359e+03,  1.784525738956e+01, -1.759028525175e+02
6.786611557007e+00,  1.017622741699e+03,  1.785424512891e+01, -1.758995227637e+02
6.789949893951e+00,  1.017605163574e+03,  1.786325620163e+01, -1.758961844267e+02
6.793287754059e+00,  1.017735961914e+03,  1.787226615309e+01, -1.758928465666e+02
6.796616077423e+00,  1.017789489746e+03,  1.788125052688e+01, -1.758895182432e+02
6.799955368042e+00,  1.018101318359e+03,  1.789026467086e+01, -1.758861789526e+02
6.803279399872e+00,  1.017967651367e+03,  1.789923778955e+01, -1.758828549208e+02
6.806616306305e+00,  1.018156738281e+03,  1.790824582787e+01, -1.758795180144e+02
6.809949874878e+00,  1.018174926758e+03,  1.791724502059e+01, -1.758761844458e+02
6.813282012939e+00,  1.018268432617e+03,  1.792624051630e+01, -1.758728523077e+02
6.816616058350e+00,  1.018480651855e+03,  1.793524132587e+01, -1.758695182623e+02
6.819953441620e+00,  1.018634521484e+03,  1.794425131149e+01, -1.758661808790e+02
6.823296546936e+00,  1.018756530762e+03,  1.795327691036e+01, -1.758628377737e+02
6.826618671417e+00,  1.018872070313e+03,  1.796224602977e+01, -1.758595156493e+02
6.829947948456e+00,  1.018750793457e+03,  1.797123462351e+01, -1.758561863722e+02
6.833287239075e+00,  1.018964538574e+03,  1.798025041715e+01, -1.758528470816e+02
6.836620330811e+00,  1.019059692383e+03,  1.798924963862e+01, -1.758495139899e+02
6.839950561523e+00,  1.019158081055e+03,  1.799824129925e+01, -1.758461837591e+02
6.843276977539e+00,  1.019325927734e+03,  1.800722282354e+01, -1.758428573431e+02
6.846615314484e+00,  1.019371337891e+03,  1.801623669911e+01, -1.758395190062e+02
6.849957942963e+00,  1.019423400879e+03,  1.802526232687e+01, -1.758361763777e+02
6.853284835815e+00,  1.019608520508e+03,  1.803424562937e+01, -1.758328494849e+02
6.856618881226e+00,  1.019617248535e+03,  1.804324840873e+01, -1.758295154394e+02
6.859950065613e+00,  1.019662414551e+03,  1.805224362593e+01, -1.758261842551e+02
6.863282680511e+00,  1.019852294922e+03,  1.806124286923e+01, -1.758228516402e+02
6.866617202759e+00,  1.019783447266e+03,  1.807024742640e+01, -1.758195171179e+02
6.869944572449e+00,  1.020017883301e+03,  1.807923283156e+01, -1.758161897482e+02
6.873278617859e+00,  1.019982543945e+03,  1.808823642719e+01, -1.758128557028e+02
6.876614570618e+00,  1.020213989258e+03,  1.809724533683e+01, -1.758095197501e+02
6.879957199097e+00,  1.020172302246e+03,  1.810627243823e+01, -1.758061771216e+02
6.883290767670e+00,  1.020248596191e+03,  1.811527523551e+01, -1.758028435530e+02
6.886610031128e+00,  1.020485656738e+03,  1.812423956139e+01, -1.757995242895e+02
6.889949321747e+00,  1.020611450195e+03,  1.813325813727e+01, -1.757961849989e+02
6.893284320831e+00,  1.020547668457e+03,  1.814226528559e+01, -1.757928499998e+02
6.896611213684e+00,  1.020848266602e+03,  1.815125070263e+01, -1.757895231070e+02
6.899945259094e+00,  1.021123962402e+03,  1.816025559984e+01, -1.757861890616e+02
6.903281688690e+00,  1.021041015625e+03,  1.816926709894e+01, -1.757828526320e+02
6.906628608704e+00,  1.021072753906e+03,  1.817830709524e+01, -1.757795057120e+02
6.909955978394e+00,  1.021217346191e+03,  1.818729444826e+01, -1.757761783423e+02
6.913287162781e+00,  1.021486022949e+03,  1.819629226655e+01, -1.757728471579e+02
6.916616439819e+00,  1.021572937012e+03,  1.820528509443e+01, -1.757695178808e+02
6.919950485229e+00,  1.021533752441e+03,  1.821429096403e+01, -1.757661838354e+02
6.923285007477e+00,  1.021670349121e+03,  1.822329828340e+01, -1.757628493132e+02
6.926608562469e+00,  1.021900024414e+03,  1.823227613855e+01, -1.757595257582e+02
6.929940223694e+00,  1.021864868164e+03,  1.824127605200e+01, -1.757561940970e+02
6.933281898499e+00,  1.022062133789e+03,  1.825030317736e+01, -1.757528524222e+02
6.936623573303e+00,  1.022428527832e+03,  1.825933046479e+01, -1.757495107474e+02
6.939952373505e+00,  1.022369628906e+03,  1.826832313347e+01, -1.757461819472e+02
6.943286895752e+00,  1.022388183594e+03,  1.827733142117e+01, -1.757428474249e+02
6.946614742279e+00,  1.022575805664e+03,  1.828632183486e+01, -1.757395195784e+02
