$C:\ProgramData\Zwick\testXpert III\data\Test Method\compression test RT_Copper_20012025.zs2
Pre-load                                25 N
Test speed                              1 mm/min
Type of compression modulus determinatioRegression
$
  Compressive strain;      Standard force;Absolute crosshead t
  2.904441356659e-01;  8.481297851563e+03; -7.608343111447e+01
  2.905273139477e-01;  8.486438476563e+03; -7.608334793619e+01
  2.906098663807e-01;  8.491636718750e+03; -7.608326538375e+01
  2.906934618950e-01;  8.496774414063e+03; -7.608318178824e+01
  2.907762527466e-01;  8.501874023438e+03; -7.608309899739e+01
  2.908591330051e-01;  8.506959960938e+03; -7.608301611713e+01
  2.909457087517e-01;  8.512053710938e+03; -7.608292954138e+01
  2.910271286964e-01;  8.517155273438e+03; -7.608284812144e+01
  2.911077439785e-01;  8.522270507813e+03; -7.608276750616e+01
  2.911933958530e-01;  8.527357421875e+03; -7.608268185428e+01
  2.912807166576e-01;  8.532427734375e+03; -7.608259453348e+01
  2.913633584976e-01;  8.537470703125e+03; -7.608251189164e+01
  2.914466261864e-01;  8.542475585938e+03; -7.608242862395e+01
  2.915325760841e-01;  8.547567382813e+03; -7.608234267405e+01
  2.916124463081e-01;  8.552669921875e+03; -7.608226280383e+01
  2.916948497295e-01;  8.557767578125e+03; -7.608218040041e+01
  2.917773127556e-01;  8.562809570313e+03; -7.608209793738e+01
  2.918617129326e-01;  8.567900390625e+03; -7.608201353720e+01
  2.919443547726e-01;  8.572958007813e+03; -7.608193089536e+01
  2.920267283916e-01;  8.578041992188e+03; -7.608184852174e+01
  2.921087741852e-01;  8.583078125000e+03; -7.608176647595e+01
  2.921914458275e-01;  8.588170898438e+03; -7.608168380431e+01
  2.922750115395e-01;  8.593254882813e+03; -7.608160023860e+01
  2.923577129841e-01;  8.598281250000e+03; -7.608151753715e+01
  2.924420833588e-01;  8.603330078125e+03; -7.608143316678e+01
  2.925285696983e-01;  8.608351562500e+03; -7.608134668044e+01
  2.926110923290e-01;  8.613430664063e+03; -7.608126415781e+01
  2.926923930645e-01;  8.618525390625e+03; -7.608118285707e+01
  2.927758991718e-01;  8.623618164063e+03; -7.608109935096e+01
  2.928578853607e-01;  8.628674804688e+03; -7.608101736477e+01
  2.929429411888e-01;  8.633728515625e+03; -7.608093230895e+01
  2.930279970169e-01;  8.638754882813e+03; -7.608084725312e+01
  2.931117415428e-01;  8.643809570313e+03; -7.608076350859e+01
  2.931947708130e-01;  8.648933593750e+03; -7.608068047932e+01
  2.932768166065e-01;  8.654025390625e+03; -7.608059843353e+01
  2.933592498302e-01;  8.659181640625e+03; -7.608051600030e+01
  2.934469282627e-01;  8.664273437500e+03; -7.608042832187e+01
  2.935332953930e-01;  8.669337890625e+03; -7.608034195474e+01
  2.936131358147e-01;  8.674381835938e+03; -7.608026211432e+01
  2.936960160732e-01;  8.679469726563e+03; -7.608017923406e+01
  2.937767803669e-01;  8.684662109375e+03; -7.608009846977e+01
  2.938617467880e-01;  8.689821289063e+03; -7.608001350335e+01
  2.939457595348e-01;  8.694913085938e+03; -7.607992949060e+01
  2.940295338631e-01;  8.700005859375e+03; -7.607984571627e+01
  2.941149175167e-01;  8.705045898438e+03; -7.607976033262e+01
  2.941985726357e-01;  8.710129882813e+03; -7.607967667750e+01
  2.942786216736e-01;  8.715174804688e+03; -7.607959662846e+01
  2.943598628044e-01;  8.720250976563e+03; -7.607951538733e+01
  2.944448888302e-01;  8.725324218750e+03; -7.607943036130e+01
  2.945297658443e-01;  8.730425781250e+03; -7.607934548429e+01
  2.946132719517e-01;  8.735437500000e+03; -7.607926197818e+01
  2.946946620941e-01;  8.740467773438e+03; -7.607918058804e+01
  2.947778999805e-01;  8.745528320313e+03; -7.607909735015e+01
  2.948600053787e-01;  8.750545898438e+03; -7.607901524476e+01
  2.949451804161e-01;  8.755634765625e+03; -7.607893006972e+01
  2.950306534767e-01;  8.760639648438e+03; -7.607884459666e+01
  2.951132655144e-01;  8.765759765625e+03; -7.607876198462e+01
  2.951970100403e-01;  8.770833984375e+03; -7.607867824009e+01
  2.952806353569e-01;  8.775933593750e+03; -7.607859461478e+01
  2.953630387783e-01;  8.780994140625e+03; -7.607851221136e+01
  2.954467535019e-01;  8.786059570313e+03; -7.607842849663e+01
  2.955299019814e-01;  8.791125976563e+03; -7.607834534815e+01
  2.956135571003e-01;  8.796195312500e+03; -7.607826169303e+01
  2.956963479519e-01;  8.801323242188e+03; -7.607817890218e+01
  2.957817316055e-01;  8.806416015625e+03; -7.607809351853e+01
  2.958625853062e-01;  8.811616210938e+03; -7.607801266483e+01
  2.959458529949e-01;  8.816726562500e+03; -7.607792939714e+01
  2.960275709629e-01;  8.821848632813e+03; -7.607784767917e+01
  2.961108982563e-01;  8.826989257813e+03; -7.607776435188e+01
  2.961974143982e-01;  8.832135742188e+03; -7.607767783574e+01
  2.962822616100e-01;  8.837322265625e+03; -7.607759298853e+01
  2.963629364967e-01;  8.842491210938e+03; -7.607751231364e+01
  2.964483797550e-01;  8.847678710938e+03; -7.607742687038e+01
  2.965294718742e-01;  8.852889648438e+03; -7.607734577826e+01
  2.966107130051e-01;  8.858124023438e+03; -7.607726453713e+01
  2.966913878918e-01;  8.863267578125e+03; -7.607718386224e+01
  2.967782318592e-01;  8.868407226563e+03; -7.607709701828e+01
  2.968635559082e-01;  8.873544921875e+03; -7.607701169423e+01
  2.969464361668e-01;  8.878671875000e+03; -7.607692881397e+01
  2.970303595066e-01;  8.883805664063e+03; -7.607684489063e+01
  2.971071898937e-01;  8.888887695313e+03; -7.607676806024e+01
  2.971905171871e-01;  8.894079101563e+03; -7.607668473295e+01
  2.972778379917e-01;  8.899208984375e+03; -7.607659741214e+01
  2.973617911339e-01;  8.904300781250e+03; -7.607651345900e+01
  2.974433302879e-01;  8.909376953125e+03; -7.607643191985e+01
  2.975270152092e-01;  8.914518554688e+03; -7.607634823493e+01
  2.976100742817e-01;  8.919680664063e+03; -7.607626517585e+01
  2.976932525635e-01;  8.924797851563e+03; -7.607618199757e+01
  2.977789044380e-01;  8.929925781250e+03; -7.607609634570e+01
  2.978627085686e-01;  8.935020507813e+03; -7.607601254157e+01
  2.979465425014e-01;  8.940170898438e+03; -7.607592870763e+01
  2.980277538300e-01;  8.945264648438e+03; -7.607584749631e+01
  2.981077134609e-01;  8.950460937500e+03; -7.607576753667e+01
  2.981905043125e-01;  8.955600585938e+03; -7.607568474582e+01
  2.982744574547e-01;  8.960674804688e+03; -7.607560079268e+01
  2.983606159687e-01;  8.965760742188e+03; -7.607551463417e+01
  2.984463572502e-01;  8.970864257813e+03; -7.607542889288e+01
  2.985279560089e-01;  8.976016601563e+03; -7.607534729413e+01
  2.986110448837e-01;  8.981152343750e+03; -7.607526420525e+01
  2.986975312233e-01;  8.986357421875e+03; -7.607517771891e+01
  2.987782061100e-01;  8.991499023438e+03; -7.607509704403e+01
  2.988612353802e-01;  8.996624023438e+03; -7.607501401475e+01
  2.989460825920e-01;  9.001690429688e+03; -7.607492916754e+01
  2.990314066410e-01;  9.006834960938e+03; -7.607484384349e+01
  2.991154789925e-01;  9.011981445313e+03; -7.607475977114e+01
  2.991963624954e-01;  9.017121093750e+03; -7.607467888764e+01
  2.992775142193e-01;  9.022252929688e+03; -7.607459773592e+01
  2.993590831757e-01;  9.027380859375e+03; -7.607451616696e+01
  2.994427084923e-01;  9.032523437500e+03; -7.607443254164e+01
  2.995265722275e-01;  9.037630859375e+03; -7.607434867791e+01
  2.996106445789e-01;  9.042765625000e+03; -7.607426460556e+01
  2.996957600117e-01;  9.047947265625e+03; -7.607417949012e+01
  2.997798919678e-01;  9.053051757813e+03; -7.607409535817e+01
  2.998628616333e-01;  9.058182617188e+03; -7.607401238850e+01
  2.999453544617e-01;  9.063316406250e+03; -7.607392989567e+01
  3.000276386738e-01;  9.068457031250e+03; -7.607384761146e+01
  3.001102209091e-01;  9.073563476563e+03; -7.607376502923e+01
  3.001920580864e-01;  9.078737304688e+03; -7.607368319205e+01
  3.002773821354e-01;  9.083892578125e+03; -7.607359786800e+01
  3.003630638123e-01;  9.089028320313e+03; -7.607351218632e+01
  3.004469573498e-01;  9.094153320313e+03; -7.607342829279e+01
  3.005284667015e-01;  9.099220703125e+03; -7.607334678343e+01
  3.006135225296e-01;  9.104319335938e+03; -7.607326172761e+01
  3.006974160671e-01;  9.109473632813e+03; -7.607317783407e+01
  3.007782101631e-01;  9.114642578125e+03; -7.607309703997e+01
  3.008620142937e-01;  9.119749023438e+03; -7.607301323584e+01
  3.009445071220e-01;  9.124872070313e+03; -7.607293074301e+01
  3.010293543339e-01;  9.129884765625e+03; -7.607284589580e+01
  3.011128306389e-01;  9.134946289063e+03; -7.607276241950e+01
  3.011957108974e-01;  9.140106445313e+03; -7.607267953924e+01
  3.012757897377e-01;  9.145281250000e+03; -7.607259946040e+01
  3.013575673103e-01;  9.150444335938e+03; -7.607251768282e+01
  3.014433383942e-01;  9.155615234375e+03; -7.607243191174e+01
  3.015306591988e-01;  9.160654296875e+03; -7.607234459094e+01
  3.016146421432e-01;  9.165797851563e+03; -7.607226060799e+01
  3.016957044601e-01;  9.170922851563e+03; -7.607217954567e+01
  3.017792999744e-01;  9.176036132813e+03; -7.607209595016e+01
  3.018620908260e-01;  9.181188476563e+03; -7.607201315931e+01
  3.019449114799e-01;  9.186349609375e+03; -7.607193033866e+01
  3.020274043083e-01;  9.191438476563e+03; -7.607184784583e+01
  3.021092414856e-01;  9.196498046875e+03; -7.607176600865e+01
  3.021910786629e-01;  9.201590820313e+03; -7.607168417147e+01
  3.022779226303e-01;  9.206697265625e+03; -7.607159732750e+01
  3.023628890514e-01;  9.211892578125e+03; -7.607151236108e+01
  3.024463355541e-01;  9.216998046875e+03; -7.607142891458e+01
  3.025313317776e-01;  9.222097656250e+03; -7.607134391836e+01
  3.026170134544e-01;  9.227195312500e+03; -7.607125823668e+01
  3.026978671551e-01;  9.232327148438e+03; -7.607117738298e+01
  3.027800917625e-01;  9.237413085938e+03; -7.607109515837e+01
  3.028619885445e-01;  9.242484375000e+03; -7.607101326159e+01
  3.029437363148e-01;  9.247609375000e+03; -7.607093151382e+01
  3.030264675617e-01;  9.252734375000e+03; -7.607084878257e+01
  3.031113445759e-01;  9.257900390625e+03; -7.607076390556e+01
  3.031942546368e-01;  9.262954101563e+03; -7.607068099550e+01
  3.032769560814e-01;  9.267991210938e+03; -7.607059829405e+01
  3.033626675606e-01;  9.273098632813e+03; -7.607051258257e+01
  3.034457862377e-01;  9.278232421875e+03; -7.607042946390e+01
  3.035295903683e-01;  9.283330078125e+03; -7.607034565977e+01
  3.036114573479e-01;  9.288403320313e+03; -7.607026379279e+01
  3.036958575249e-01;  9.293476562500e+03; -7.607017939261e+01
  3.037785589695e-01;  9.298565429688e+03; -7.607009669117e+01
  3.038629591465e-01;  9.303605468750e+03; -7.607001229099e+01
  3.039457499981e-01;  9.308674804688e+03; -7.606992950014e+01
  3.040287494659e-01;  9.313785156250e+03; -7.606984650067e+01
  3.041097521782e-01;  9.318928710938e+03; -7.606976549796e+01
  3.041925132275e-01;  9.324056640625e+03; -7.606968273691e+01
  3.042775988579e-01;  9.329243164063e+03; -7.606959765128e+01
  3.043612539768e-01;  9.334430664063e+03; -7.606951399616e+01
  3.044456541538e-01;  9.339586914063e+03; -7.606942959598e+01
  3.045261502266e-01;  9.344776367188e+03; -7.606934909991e+01
  3.046104013920e-01;  9.349966796875e+03; -7.606926484874e+01
  3.046947121620e-01;  9.355216796875e+03; -7.606918053797e+01
  3.047764301300e-01;  9.360391601563e+03; -7.606909882001e+01
  3.048590421677e-01;  9.365620117188e+03; -7.606901620797e+01
  3.049443960190e-01;  9.370850585938e+03; -7.606893085412e+01
  3.050296008587e-01;  9.376030273438e+03; -7.606884564928e+01
  3.051131665707e-01;  9.381173828125e+03; -7.606876208356e+01
  3.051975667477e-01;  9.386339843750e+03; -7.606867768339e+01
  3.052811622620e-01;  9.391558593750e+03; -7.606859408787e+01
  3.053638041019e-01;  9.396773437500e+03; -7.606851144603e+01
  3.054454326630e-01;  9.401934570313e+03; -7.606842981747e+01
  3.055281341076e-01;  9.407067382813e+03; -7.606834711603e+01
  3.056083619595e-01;  9.412291992188e+03; -7.606826688818e+01
  3.056938946247e-01;  9.417465820313e+03; -7.606818135551e+01
  3.057782649994e-01;  9.422628906250e+03; -7.606809698514e+01
  3.058667182922e-01;  9.427791015625e+03; -7.606800853184e+01
  3.059532642365e-01;  9.432956054688e+03; -7.606792198590e+01
  3.060379624367e-01;  9.438121093750e+03; -7.606783728770e+01
  3.061173260212e-01;  9.443300781250e+03; -7.606775792411e+01
  3.061975240707e-01;  9.448420898438e+03; -7.606767772606e+01
  3.062812983990e-01;  9.453591796875e+03; -7.606759395174e+01
  3.063647747040e-01;  9.458730468750e+03; -7.606751047543e+01
  3.064474165440e-01;  9.463839843750e+03; -7.606742783359e+01
  3.065302670002e-01;  9.468937500000e+03; -7.606734498313e+01
  3.066112101078e-01;  9.474086914063e+03; -7.606726404003e+01
  3.066919744015e-01;  9.479251953125e+03; -7.606718327573e+01
  3.067752420902e-01;  9.484447265625e+03; -7.606710000804e+01
  3.068599998951e-01;  9.489615234375e+03; -7.606701525024e+01
  3.069449365139e-01;  9.494814453125e+03; -7.606693031362e+01
  3.070273995399e-01;  9.500021484375e+03; -7.606684785060e+01
  3.071109652519e-01;  9.505162109375e+03; -7.606676428488e+01
  3.071974217892e-01;  9.510357421875e+03; -7.606667782835e+01
  3.072773516178e-01;  9.515541015625e+03; -7.606659789852e+01
  3.073610067368e-01;  9.520728515625e+03; -7.606651424340e+01
  3.074464201927e-01;  9.525888671875e+03; -7.606642882994e+01
  3.075287640095e-01;  9.531125976563e+03; -7.606634648613e+01
  3.076119422913e-01;  9.536328125000e+03; -7.606626330784e+01
  3.076975643635e-01;  9.541531250000e+03; -7.606617768577e+01
  3.077836334705e-01;  9.546724609375e+03; -7.606609161666e+01
  3.078704774380e-01;  9.551884765625e+03; -7.606600477270e+01
  3.079520463943e-01;  9.557092773438e+03; -7.606592320374e+01
  3.080290853977e-01;  9.562297851563e+03; -7.606584616474e+01
  3.081113100052e-01;  9.567441406250e+03; -7.606576394013e+01
  3.081980943680e-01;  9.572639648438e+03; -7.606567715577e+01
  3.082839250565e-01;  9.577818359375e+03; -7.606559132508e+01
  3.083652555943e-01;  9.582926757813e+03; -7.606550999454e+01
  3.084473013878e-01;  9.588086914063e+03; -7.606542794875e+01
  3.085299730301e-01;  9.593215820313e+03; -7.606534527711e+01
  3.086152076721e-01;  9.598360351563e+03; -7.606526004246e+01
  3.086971640587e-01;  9.603500976563e+03; -7.606517808608e+01
  3.087823390961e-01;  9.608667968750e+03; -7.606509291104e+01
  3.088658750057e-01;  9.613847656250e+03; -7.606500937513e+01
  3.089474737644e-01;  9.619109375000e+03; -7.606492777637e+01
  3.090306818485e-01;  9.624277343750e+03; -7.606484456829e+01
  3.091146945953e-01;  9.629426757813e+03; -7.606476055554e+01
  3.091971278191e-01;  9.634570312500e+03; -7.606467812232e+01
  3.092800080776e-01;  9.639765625000e+03; -7.606459524206e+01
  3.093622624874e-01;  9.644972656250e+03; -7.606451298765e+01
  3.094471991062e-01;  9.650118164063e+03; -7.606442805103e+01
  3.095309734344e-01;  9.655308593750e+03; -7.606434427670e+01
  3.096146583557e-01;  9.660511718750e+03; -7.606426059178e+01
  3.096956908703e-01;  9.665735351563e+03; -7.606417955926e+01
  3.097776472569e-01;  9.670864257813e+03; -7.606409760288e+01
  3.098620772362e-01;  9.676015625000e+03; -7.606401317290e+01
  3.099484145641e-01;  9.681265625000e+03; -7.606392683557e+01
  3.100317120552e-01;  9.686553710938e+03; -7.606384353808e+01
  3.101106882095e-01;  9.691774414063e+03; -7.606376456193e+01
  3.101911544800e-01;  9.696964843750e+03; -7.606368409566e+01
  3.102763295174e-01;  9.702207031250e+03; -7.606359892062e+01
  3.103623390198e-01;  9.707439453125e+03; -7.606351291112e+01
  3.104501366615e-01;  9.712604492188e+03; -7.606342511347e+01
  3.105366230011e-01;  9.717740234375e+03; -7.606333862713e+01
  3.106195926666e-01;  9.722942382813e+03; -7.606325565747e+01
  3.106994032860e-01;  9.728105468750e+03; -7.606317584685e+01
  3.107802569866e-01;  9.733318359375e+03; -7.606309499315e+01
  3.108612596989e-01;  9.738446289063e+03; -7.606301399044e+01
  3.109445273876e-01;  9.743567382813e+03; -7.606293072275e+01
  3.110291063786e-01;  9.748722656250e+03; -7.606284614376e+01
  3.111122548580e-01;  9.753832031250e+03; -7.606276299528e+01
  3.111965358257e-01;  9.758922851563e+03; -7.606267871431e+01
  3.112812340260e-01;  9.764017578125e+03; -7.606259401611e+01
  3.113636374474e-01;  9.769114257813e+03; -7.606251161269e+01
  3.114425837994e-01;  9.774218750000e+03; -7.606243266634e+01
  3.115248382092e-01;  9.779356445313e+03; -7.606235041193e+01
  3.116066157818e-01;  9.784417968750e+03; -7.606226863435e+01
  3.116906285286e-01;  9.789469726563e+03; -7.606218462161e+01
  3.117719292641e-01;  9.794583007813e+03; -7.606210332087e+01
  3.118562996387e-01;  9.799700195313e+03; -7.606201895050e+01
  3.119415044785e-01;  9.804868164063e+03; -7.606193374566e+01
  3.120260536671e-01;  9.810040039063e+03; -7.606184919647e+01
  3.121087849140e-01;  9.815235351563e+03; -7.606176646522e+01
  3.121933341026e-01;  9.820422851563e+03; -7.606168191603e+01
  3.122786879539e-01;  9.825639648438e+03; -7.606159656218e+01
  3.123627305031e-01;  9.830816406250e+03; -7.606151251963e+01
  3.124432563782e-01;  9.836007812500e+03; -7.606143199376e+01
  3.125278651714e-01;  9.841205078125e+03; -7.606134738496e+01
  3.126101791859e-01;  9.846406250000e+03; -7.606126507095e+01
  3.126942515373e-01;  9.851621093750e+03; -7.606118099860e+01
  3.127767741680e-01;  9.856818359375e+03; -7.606109847597e+01
  3.128581047058e-01;  9.862020507813e+03; -7.606101714543e+01
  3.129451572895e-01;  9.867220703125e+03; -7.606093009285e+01
  3.130302727222e-01;  9.872403320313e+03; -7.606084497741e+01
  3.131150603294e-01;  9.877600585938e+03; -7.606076018981e+01
  3.132001757622e-01;  9.882815429688e+03; -7.606067507437e+01
  3.132826089859e-01;  9.888001953125e+03; -7.606059264115e+01
  3.133646547794e-01;  9.893245117188e+03; -7.606051059536e+01
  3.134500384331e-01;  9.898424804688e+03; -7.606042521170e+01
  3.135310411453e-01;  9.903567382813e+03; -7.606034420899e+01
  3.136113584042e-01;  9.908734375000e+03; -7.606026389173e+01
  3.136951625347e-01;  9.913900390625e+03; -7.606018008760e+01
  3.137774765491e-01;  9.919102539063e+03; -7.606009777359e+01
  3.138591647148e-01;  9.924306640625e+03; -7.606001608542e+01
  3.139419555664e-01;  9.929495117188e+03; -7.605993329457e+01
  3.140252530575e-01;  9.934683593750e+03; -7.605984999708e+01
  3.141078054905e-01;  9.939889648438e+03; -7.605976744464e+01
  3.141919374466e-01;  9.945093750000e+03; -7.605968331269e+01
  3.142760694027e-01;  9.950348632813e+03; -7.605959918073e+01
  3.143592476845e-01;  9.955622070313e+03; -7.605951600245e+01
  3.144428133965e-01;  9.960842773438e+03; -7.605943243674e+01
  3.145250082016e-01;  9.966128906250e+03; -7.605935024193e+01
  3.146108686924e-01;  9.971452148438e+03; -7.605926438144e+01
  3.146967291832e-01;  9.976723632813e+03; -7.605917852095e+01
  3.147811591625e-01;  9.981945312500e+03; -7.605909409097e+01
  3.148634135723e-01;  9.987217773438e+03; -7.605901183656e+01
  3.149471580982e-01;  9.992457031250e+03; -7.605892809204e+01
  3.150295615196e-01;  9.997715820313e+03; -7.605884568862e+01
  3.151099979877e-01;  1.000294042969e+04; -7.605876525215e+01
  3.151931166649e-01;  1.000813964844e+04; -7.605868213347e+01
  3.152763545513e-01;  1.001343554688e+04; -7.605859889558e+01
  3.153620064259e-01;  1.001867480469e+04; -7.605851324371e+01
  3.154459893703e-01;  1.002388378906e+04; -7.605842926076e+01
  3.155303895473e-01;  1.002901269531e+04; -7.605834486059e+01
  3.156135976315e-01;  1.003422753906e+04; -7.605826165250e+01
  3.156962096691e-01;  1.003934570313e+04; -7.605817904047e+01
  3.157790601254e-01;  1.004458984375e+04; -7.605809619001e+01
  3.158589899540e-01;  1.004980664063e+04; -7.605801626018e+01
  3.159391880035e-01;  1.005504687500e+04; -7.605793606213e+01
  3.160219788551e-01;  1.006028125000e+04; -7.605785327128e+01
  3.161073625088e-01;  1.006546386719e+04; -7.605776788763e+01
  3.161944448948e-01;  1.007058789063e+04; -7.605768080524e+01
  3.162787556648e-01;  1.007570800781e+04; -7.605759649447e+01
  3.163607120514e-01;  1.008091406250e+04; -7.605751453808e+01
  3.164429068565e-01;  1.008617480469e+04; -7.605743234328e+01
  3.165270686150e-01;  1.009148730469e+04; -7.605734818152e+01
  3.166083693504e-01;  1.009671972656e+04; -7.605726688078e+01
  3.166905939579e-01;  1.010194726563e+04; -7.605718465618e+01
  3.167749047279e-01;  1.010713769531e+04; -7.605710034541e+01
  3.168595433235e-01;  1.011230859375e+04; -7.605701570681e+01
  3.169471025467e-01;  1.011753808594e+04; -7.605692814759e+01
  3.170298039913e-01;  1.012280859375e+04; -7.605684544614e+01
  3.171105384827e-01;  1.012812792969e+04; -7.605676471165e+01
  3.171924650669e-01;  1.013344726563e+04; -7.605668278507e+01
  3.172742426395e-01;  1.013874414063e+04; -7.605660100750e+01
  3.173581957817e-01;  1.014398339844e+04; -7.605651705435e+01
  3.174453079700e-01;  1.014923339844e+04; -7.605642994217e+01
  3.175311684608e-01;  1.015446875000e+04; -7.605634408167e+01
  3.176139891148e-01;  1.015980468750e+04; -7.605626126102e+01
  3.176918029785e-01;  1.016508398438e+04; -7.605618344716e+01
  3.177745044231e-01;  1.017036718750e+04; -7.605610074571e+01
  3.178587257862e-01;  1.017563867188e+04; -7.605601652435e+01
  3.179447948933e-01;  1.018085156250e+04; -7.605593045524e+01
  3.180277943611e-01;  1.018612304688e+04; -7.605584745577e+01
  3.181118369102e-01;  1.019136914063e+04; -7.605576341322e+01
  3.181963264942e-01;  1.019662695313e+04; -7.605567892364e+01
  3.182793855667e-01;  1.020185644531e+04; -7.605559586457e+01
  3.183623552322e-01;  1.020703027344e+04; -7.605551289490e+01
  3.184449076653e-01;  1.021223828125e+04; -7.605543034247e+01
  3.185265958309e-01;  1.021742675781e+04; -7.605534865430e+01
  3.186094164848e-01;  1.022265722656e+04; -7.605526583365e+01
  3.186917901039e-01;  1.022788281250e+04; -7.605518346003e+01
  3.187739551067e-01;  1.023312402344e+04; -7.605510129503e+01
  3.188554942608e-01;  1.023834375000e+04; -7.605501975587e+01
  3.189395964146e-01;  1.024356054688e+04; -7.605493565372e+01
  3.190245628357e-01;  1.024882031250e+04; -7.605485068730e+01
  3.191077113152e-01;  1.025412597656e+04; -7.605476753882e+01
  3.191955387592e-01;  1.025948632813e+04; -7.605467971138e+01
  3.192791044712e-01;  1.026473046875e+04; -7.605459614566e+01
  3.193632662296e-01;  1.027006250000e+04; -7.605451198391e+01
  3.194467425346e-01;  1.027532812500e+04; -7.605442850760e+01
  3.195312917233e-01;  1.028060351563e+04; -7.605434395841e+01
  3.196152150631e-01;  1.028588281250e+04; -7.605426003507e+01
  3.196977376938e-01;  1.029111718750e+04; -7.605417751244e+01
  3.197795450687e-01;  1.029638281250e+04; -7.605409570507e+01
  3.198608756065e-01;  1.030160742188e+04; -7.605401437453e+01
  3.199446499348e-01;  1.030689550781e+04; -7.605393060020e+01
  3.200297951698e-01;  1.031205761719e+04; -7.605384545497e+01
  3.201140761375e-01;  1.031728515625e+04; -7.605376117400e+01
  3.201976418495e-01;  1.032247949219e+04; -7.605367760829e+01
  3.202797472477e-01;  1.032766113281e+04; -7.605359550289e+01
  3.203637599945e-01;  1.033287402344e+04; -7.605351149014e+01
  3.204471468925e-01;  1.033808496094e+04; -7.605342810324e+01
  3.205287456512e-01;  1.034333789063e+04; -7.605334650448e+01
  3.206084370613e-01;  1.034855859375e+04; -7.605326681307e+01
  3.206923604012e-01;  1.035378320313e+04; -7.605318288973e+01
  3.207795917988e-01;  1.035896972656e+04; -7.605309565834e+01
  3.208634555340e-01;  1.036421386719e+04; -7.605301179460e+01
  3.209459781647e-01;  1.036944042969e+04; -7.605292927197e+01
  3.210296034813e-01;  1.037470996094e+04; -7.605284564665e+01
  3.211117088795e-01;  1.037999511719e+04; -7.605276354126e+01
  3.211955428123e-01;  1.038525878906e+04; -7.605267970732e+01
  3.212796151638e-01;  1.039048828125e+04; -7.605259563497e+01
  3.213646709919e-01;  1.039567578125e+04; -7.605251057914e+01
  3.214457333088e-01;  1.040085644531e+04; -7.605242951683e+01
  3.215279877186e-01;  1.040601953125e+04; -7.605234726242e+01
  3.216108381748e-01;  1.041120312500e+04; -7.605226441196e+01
  3.216964900494e-01;  1.041645898438e+04; -7.605217876009e+01
  3.217748403549e-01;  1.042164941406e+04; -7.605210040978e+01
  3.218574225903e-01;  1.042682324219e+04; -7.605201782754e+01
  3.219441771507e-01;  1.043205566406e+04; -7.605193107298e+01
  3.220306932926e-01;  1.043720312500e+04; -7.605184455684e+01
  3.221157193184e-01;  1.044243847656e+04; -7.605175953082e+01
  3.221978247166e-01;  1.044769042969e+04; -7.605167742542e+01
  3.222809433937e-01;  1.045299414063e+04; -7.605159430674e+01
  3.223647177219e-01;  1.045832421875e+04; -7.605151053241e+01
  3.224478363991e-01;  1.046361914063e+04; -7.605142741374e+01
  3.225332498550e-01;  1.046890625000e+04; -7.605134200028e+01
  3.226156234741e-01;  1.047424804688e+04; -7.605125962666e+01
  3.226983845234e-01;  1.047959472656e+04; -7.605117686561e+01
  3.227801620960e-01;  1.048488378906e+04; -7.605109508804e+01
  3.228637576103e-01;  1.049024414063e+04; -7.605101149252e+01
  3.229479491711e-01;  1.049555273438e+04; -7.605092730096e+01
  3.230299651623e-01;  1.050088183594e+04; -7.605084528497e+01
  3.231124281883e-01;  1.050617968750e+04; -7.605076282195e+01
  3.231961131096e-01;  1.051150488281e+04; -7.605067913703e+01
  3.232791423798e-01;  1.051677636719e+04; -7.605059610776e+01
  3.233584761620e-01;  1.052207714844e+04; -7.605051677397e+01
  3.234429061413e-01;  1.052733105469e+04; -7.605043234399e+01
  3.235280811787e-01;  1.053258886719e+04; -7.605034716896e+01
  3.236118555069e-01;  1.053787988281e+04; -7.605026339463e+01
  3.236963450909e-01;  1.054312792969e+04; -7.605017890504e+01
  3.237805664539e-01;  1.054845117188e+04; -7.605009468368e+01
  3.238626420498e-01;  1.055371289063e+04; -7.605001260809e+01
  3.239459395409e-01;  1.055893945313e+04; -7.604992931059e+01
  3.240294754505e-01;  1.056415039063e+04; -7.604984577468e+01
  3.241153061390e-01;  1.056939453125e+04; -7.604975994400e+01
  3.241961002350e-01;  1.057463867188e+04; -7.604967914990e+01
  3.242774605751e-01;  1.057991210938e+04; -7.604959778956e+01
  3.243602514267e-01;  1.058520605469e+04; -7.604951499871e+01
  3.244417607784e-01;  1.059047949219e+04; -7.604943348936e+01
  3.245294392109e-01;  1.059575488281e+04; -7.604934581092e+01
  3.246147334576e-01;  1.060096875000e+04; -7.604926051668e+01
  3.247016370296e-01;  1.060620117188e+04; -7.604917361311e+01
  3.247860372066e-01;  1.061147851563e+04; -7.604908921293e+01
  3.248645663261e-01;  1.061674121094e+04; -7.604901068381e+01
  3.249456882477e-01;  1.062200097656e+04; -7.604892956189e+01
  3.250315487385e-01;  1.062725585938e+04; -7.604884370140e+01
  3.251121342182e-01;  1.063250683594e+04; -7.604876311592e+01
  3.251917064190e-01;  1.063772656250e+04; -7.604868354372e+01
  3.252741396427e-01;  1.064293261719e+04; -7.604860111049e+01
  3.253595829010e-01;  1.064818847656e+04; -7.604851566723e+01
