$C:\ProgramData\Zwick\testXpert III\data\Test Method\compression test RT_Copper_20012025.zs2
Pre-load                                25 N
Test speed                              1 mm/min
Type of compression modulus determinatioRegression
$
  Compressive strain;      Standard force;Absolute crosshead t
  1.470752954483e-01;  1.299003662109e+03; -7.615691573075e+01
  1.471599191427e-01;  1.301855957031e+03; -7.615683110705e+01
  1.472417265177e-01;  1.304760131836e+03; -7.615674929968e+01
  1.473255604506e-01;  1.307690795898e+03; -7.615666546575e+01
  1.474100798368e-01;  1.310519653320e+03; -7.615658094636e+01
  1.474932879210e-01;  1.313325073242e+03; -7.615649773828e+01
  1.475767791271e-01;  1.316137817383e+03; -7.615641424707e+01
  1.476618051529e-01;  1.319004760742e+03; -7.615632922104e+01
  1.477449685335e-01;  1.321905517578e+03; -7.615624605766e+01
  1.478262245655e-01;  1.324775634766e+03; -7.615616480163e+01
  1.479090601206e-01;  1.327645141602e+03; -7.615608196608e+01
  1.479963362217e-01;  1.330520019531e+03; -7.615599468998e+01
  1.480814963579e-01;  1.333379760742e+03; -7.615590952984e+01
  1.481645256281e-01;  1.336196655273e+03; -7.615582650057e+01
  1.482505649328e-01;  1.339047729492e+03; -7.615574046126e+01
  1.483297348022e-01;  1.341940307617e+03; -7.615566129139e+01
  1.484093070030e-01;  1.344829467773e+03; -7.615558171919e+01
  1.484914720058e-01;  1.347659423828e+03; -7.615549955419e+01
  1.485746949911e-01;  1.350549316406e+03; -7.615541633121e+01
  1.486631035805e-01;  1.353405639648e+03; -7.615532792262e+01
  1.487469673157e-01;  1.356282958984e+03; -7.615524405888e+01
  1.488277316093e-01;  1.359125854492e+03; -7.615516329459e+01
  1.489078253508e-01;  1.362006713867e+03; -7.615508320085e+01
  1.489918828011e-01;  1.364928344727e+03; -7.615499914340e+01
  1.490761190653e-01;  1.367874877930e+03; -7.615491490713e+01
  1.491578519344e-01;  1.370781494141e+03; -7.615483317426e+01
  1.492417901754e-01;  1.373741088867e+03; -7.615474923602e+01
  1.493254452944e-01;  1.376681152344e+03; -7.615466558090e+01
  1.494109183550e-01;  1.379606933594e+03; -7.615458010784e+01
  1.494955867529e-01;  1.382542602539e+03; -7.615449543944e+01
  1.495794504881e-01;  1.385472534180e+03; -7.615441157571e+01
  1.496608853340e-01;  1.388392456055e+03; -7.615433014086e+01
  1.497459858656e-01;  1.391316894531e+03; -7.615424504033e+01
  1.498287320137e-01;  1.394162109375e+03; -7.615416229418e+01
  1.499114632607e-01;  1.397042480469e+03; -7.615407956294e+01
  1.499968171120e-01;  1.399963256836e+03; -7.615399420909e+01
  1.500789523125e-01;  1.402916625977e+03; -7.615391207388e+01
  1.501637846231e-01;  1.405821411133e+03; -7.615382724157e+01
  1.502465605736e-01;  1.408677856445e+03; -7.615374446562e+01
  1.503308415413e-01;  1.411614501953e+03; -7.615366018466e+01
  1.504134535789e-01;  1.414512084961e+03; -7.615357757262e+01
  1.504942476749e-01;  1.417391845703e+03; -7.615349677852e+01
  1.505771577358e-01;  1.420260498047e+03; -7.615341386846e+01
  1.506631225348e-01;  1.423185302734e+03; -7.615332790366e+01
  1.507430523634e-01;  1.426041870117e+03; -7.615324797383e+01
  1.508249342442e-01;  1.428920288086e+03; -7.615316609195e+01
  1.509099304676e-01;  1.431790405273e+03; -7.615308109573e+01
  1.509940028191e-01;  1.434732299805e+03; -7.615299702338e+01
  1.510755270720e-01;  1.437628295898e+03; -7.615291549913e+01
  1.511575132608e-01;  1.440519287109e+03; -7.615283351294e+01
  1.512436419725e-01;  1.443476074219e+03; -7.615274738422e+01
  1.513278782368e-01;  1.446410034180e+03; -7.615266314796e+01
  1.514114588499e-01;  1.449379882813e+03; -7.615257956735e+01
  1.514973938465e-01;  1.452354980469e+03; -7.615249363235e+01
  1.515777558088e-01;  1.455366088867e+03; -7.615241327039e+01
  1.516610085964e-01;  1.458291503906e+03; -7.615233001760e+01
  1.517462581396e-01;  1.461193359375e+03; -7.615224476806e+01
  1.518288701773e-01;  1.464120971680e+03; -7.615216215602e+01
  1.519145369530e-01;  1.467112670898e+03; -7.615207648924e+01
  1.519970148802e-01;  1.470104003906e+03; -7.615199401132e+01
  1.520793586969e-01;  1.473027832031e+03; -7.615191166750e+01
  1.521622985601e-01;  1.475973388672e+03; -7.615182872764e+01
  1.522454321384e-01;  1.478868774414e+03; -7.615174559406e+01
  1.523300409317e-01;  1.481779785156e+03; -7.615166098527e+01
  1.524137705564e-01;  1.484691040039e+03; -7.615157725564e+01
  1.524950265884e-01;  1.487624267578e+03; -7.615149599961e+01
  1.525767296553e-01;  1.490541870117e+03; -7.615141429654e+01
  1.526595503092e-01;  1.493482299805e+03; -7.615133147589e+01
  1.527441740036e-01;  1.496402832031e+03; -7.615124685219e+01
  1.528290808201e-01;  1.499282348633e+03; -7.615116194538e+01
  1.529142558575e-01;  1.502190673828e+03; -7.615107677034e+01
  1.529969871044e-01;  1.505134399414e+03; -7.615099403909e+01
  1.530822962523e-01;  1.508114501953e+03; -7.615090872994e+01
  1.531633883715e-01;  1.511077636719e+03; -7.615082763783e+01
  1.532436609268e-01;  1.513978393555e+03; -7.615074736527e+01
  1.533268690109e-01;  1.516898925781e+03; -7.615066415719e+01
  1.534139961004e-01;  1.519826171875e+03; -7.615057703010e+01
  1.534982919693e-01;  1.522687744141e+03; -7.615049273423e+01
  1.535809338093e-01;  1.525601440430e+03; -7.615041009239e+01
  1.536591649055e-01;  1.528532958984e+03; -7.615033186129e+01
  1.537424176931e-01;  1.531487915039e+03; -7.615024860850e+01
  1.538264602423e-01;  1.534387451172e+03; -7.615016456595e+01
  1.539142727852e-01;  1.537324462891e+03; -7.615007675341e+01
  1.540006250143e-01;  1.540223876953e+03; -7.614999040118e+01
  1.540825664997e-01;  1.543142211914e+03; -7.614990845970e+01
  1.541627049446e-01;  1.546111816406e+03; -7.614982832125e+01
  1.542443186045e-01;  1.549134521484e+03; -7.614974670759e+01
  1.543254107237e-01;  1.552111328125e+03; -7.614966561547e+01
  1.544114649296e-01;  1.555068969727e+03; -7.614957956127e+01
  1.544978469610e-01;  1.558029785156e+03; -7.614949317924e+01
  1.545841395855e-01;  1.560993530273e+03; -7.614940688661e+01
  1.546683311462e-01;  1.564057250977e+03; -7.614932269505e+01
  1.547491699457e-01;  1.567074829102e+03; -7.614924185625e+01
  1.548299044371e-01;  1.570074462891e+03; -7.614916112176e+01
  1.549125015736e-01;  1.573156982422e+03; -7.614907852462e+01
  1.549964249134e-01;  1.576179199219e+03; -7.614899460128e+01
  1.550826579332e-01;  1.579176757813e+03; -7.614890836826e+01
  1.551672667265e-01;  1.582225830078e+03; -7.614882375947e+01
  1.552503257990e-01;  1.585234741211e+03; -7.614874070040e+01
  1.553315073252e-01;  1.588234863281e+03; -7.614865951887e+01
  1.554145962000e-01;  1.591280395508e+03; -7.614857643000e+01
  1.554974466562e-01;  1.594213745117e+03; -7.614849357954e+01
  1.555762439966e-01;  1.597144042969e+03; -7.614841478220e+01
  1.556597650051e-01;  1.600123168945e+03; -7.614833126119e+01
  1.557467728853e-01;  1.603110229492e+03; -7.614824425331e+01
  1.558279842138e-01;  1.606099853516e+03; -7.614816304198e+01
  1.559118032455e-01;  1.609044311523e+03; -7.614807922295e+01
  1.559949815273e-01;  1.612008666992e+03; -7.614799604467e+01
  1.560747921467e-01;  1.614978759766e+03; -7.614791623405e+01
  1.561588943005e-01;  1.617975952148e+03; -7.614783213190e+01
  1.562425494194e-01;  1.620937133789e+03; -7.614774847678e+01
  1.563255190849e-01;  1.623948364258e+03; -7.614766550711e+01
  1.564093232155e-01;  1.626907836914e+03; -7.614758170298e+01
  1.564942449331e-01;  1.629863037109e+03; -7.614749678126e+01
  1.565768271685e-01;  1.632827148438e+03; -7.614741419903e+01
  1.566587537527e-01;  1.635843139648e+03; -7.614733227244e+01
  1.567446738482e-01;  1.638883056641e+03; -7.614724635235e+01
  1.568303555250e-01;  1.641908691406e+03; -7.614716067067e+01
  1.569137126207e-01;  1.644948730469e+03; -7.614707731358e+01
  1.569956094027e-01;  1.647976806641e+03; -7.614699541679e+01
  1.570795625448e-01;  1.650972778320e+03; -7.614691146365e+01
  1.571654379368e-01;  1.653967773438e+03; -7.614682558826e+01
  1.572480201721e-01;  1.657046997070e+03; -7.614674300603e+01
  1.573286205530e-01;  1.660121704102e+03; -7.614666240564e+01
  1.574102491140e-01;  1.663088378906e+03; -7.614658077708e+01
  1.574915796518e-01;  1.666034301758e+03; -7.614649944655e+01
  1.575733423233e-01;  1.669023193359e+03; -7.614641768387e+01
  1.576579660177e-01;  1.672057006836e+03; -7.614633306018e+01
  1.577427089214e-01;  1.675078857422e+03; -7.614624831728e+01
  1.578294187784e-01;  1.678020751953e+03; -7.614616160742e+01
  1.579127907753e-01;  1.680977050781e+03; -7.614607823542e+01
  1.579957157373e-01;  1.683990722656e+03; -7.614599531046e+01
  1.580751985312e-01;  1.687022460938e+03; -7.614591582767e+01
  1.581566631794e-01;  1.690059448242e+03; -7.614583436302e+01
  1.582408696413e-01;  1.693091186523e+03; -7.614575015656e+01
  1.583258360624e-01;  1.696108520508e+03; -7.614566519013e+01
  1.584101766348e-01;  1.699136718750e+03; -7.614558084956e+01
  1.584938168526e-01;  1.702129760742e+03; -7.614549720934e+01
  1.585772782564e-01;  1.705142822266e+03; -7.614541374794e+01
  1.586604714394e-01;  1.708253906250e+03; -7.614533055476e+01
  1.587456911802e-01;  1.711314086914e+03; -7.614524533502e+01
  1.588279455900e-01;  1.714345214844e+03; -7.614516308061e+01
  1.589106768370e-01;  1.717332275391e+03; -7.614508034936e+01
  1.589972227812e-01;  1.720377197266e+03; -7.614499380342e+01
  1.590792983770e-01;  1.723406005859e+03; -7.614491172782e+01
  1.591594666243e-01;  1.726476440430e+03; -7.614483155957e+01
  1.592416912317e-01;  1.729529907227e+03; -7.614474933497e+01
  1.593247801065e-01;  1.732558837891e+03; -7.614466624609e+01
  1.594105362892e-01;  1.735600830078e+03; -7.614458048991e+01
  1.594931483269e-01;  1.738634643555e+03; -7.614449787787e+01
  1.595754176378e-01;  1.741700317383e+03; -7.614441560856e+01
  1.596615463495e-01;  1.744761352539e+03; -7.614432947985e+01
  1.597467809916e-01;  1.747868530273e+03; -7.614424424521e+01
  1.598297506571e-01;  1.750902587891e+03; -7.614416127554e+01
  1.599123328924e-01;  1.754003417969e+03; -7.614407869330e+01
  1.599940061569e-01;  1.757094604492e+03; -7.614399702004e+01
  1.600759774446e-01;  1.760138427734e+03; -7.614391504875e+01
  1.601580381393e-01;  1.763198120117e+03; -7.614383298806e+01
  1.602447479963e-01;  1.766223632813e+03; -7.614374627820e+01
  1.603299826384e-01;  1.769262451172e+03; -7.614366104356e+01
  1.604123860598e-01;  1.772345825195e+03; -7.614357864014e+01
  1.604951024055e-01;  1.775403442383e+03; -7.614349592379e+01
  1.605769544840e-01;  1.778393920898e+03; -7.614341407171e+01
  1.606573462486e-01;  1.781438964844e+03; -7.614333367995e+01
  1.607413738966e-01;  1.784458129883e+03; -7.614324965230e+01
  1.608278602362e-01;  1.787490722656e+03; -7.614316316596e+01
  1.609101891518e-01;  1.790509399414e+03; -7.614308083705e+01
  1.609918028116e-01;  1.793500122070e+03; -7.614299922339e+01
  1.610751301050e-01;  1.796566528320e+03; -7.614291589609e+01
  1.611597388983e-01;  1.799673828125e+03; -7.614283128730e+01
  1.612431704998e-01;  1.802717163086e+03; -7.614274785570e+01
  1.613250672817e-01;  1.805755126953e+03; -7.614266595892e+01
  1.614089310169e-01;  1.808832153320e+03; -7.614258209518e+01
  1.614944487810e-01;  1.811878051758e+03; -7.614249657742e+01
  1.615789383650e-01;  1.814969726563e+03; -7.614241208783e+01
  1.616604030132e-01;  1.818013671875e+03; -7.614233062318e+01
  1.617447286844e-01;  1.821060546875e+03; -7.614224629751e+01
  1.618277877569e-01;  1.824209960938e+03; -7.614216323844e+01
  1.619096547365e-01;  1.827244262695e+03; -7.614208137146e+01
  1.619925647974e-01;  1.830201171875e+03; -7.614199846140e+01
  1.620765030384e-01;  1.833230468750e+03; -7.614191452316e+01
  1.621604561806e-01;  1.836270263672e+03; -7.614183057002e+01
  1.622411012650e-01;  1.839299804688e+03; -7.614174992493e+01
  1.623235195875e-01;  1.842335693359e+03; -7.614166750661e+01
  1.624096930027e-01;  1.845385864258e+03; -7.614158133319e+01
  1.624959260225e-01;  1.848423461914e+03; -7.614149510017e+01
  1.625792533159e-01;  1.851475585938e+03; -7.614141177288e+01
  1.626618057489e-01;  1.854541625977e+03; -7.614132922045e+01
  1.627442687750e-01;  1.857688964844e+03; -7.614124675742e+01
  1.628277897835e-01;  1.860820678711e+03; -7.614116323641e+01
  1.629110127687e-01;  1.863873413086e+03; -7.614108001343e+01
  1.629934161901e-01;  1.866984497070e+03; -7.614099761001e+01
  1.630763560534e-01;  1.870106445313e+03; -7.614091467014e+01
  1.631581634283e-01;  1.873240600586e+03; -7.614083286277e+01
  1.632410734892e-01;  1.876311645508e+03; -7.614074995271e+01
  1.633248925209e-01;  1.879399536133e+03; -7.614066613368e+01
  1.634055227041e-01;  1.882520507813e+03; -7.614058550349e+01
  1.634904146194e-01;  1.885650146484e+03; -7.614050061158e+01
  1.635732203722e-01;  1.888717651367e+03; -7.614041780582e+01
  1.636587530375e-01;  1.891810180664e+03; -7.614033227316e+01
  1.637425273657e-01;  1.894949462891e+03; -7.614024849883e+01
  1.638290435076e-01;  1.898089355469e+03; -7.614016198269e+01
  1.639105528593e-01;  1.901161376953e+03; -7.614008047334e+01
  1.639922112226e-01;  1.904274658203e+03; -7.613999881497e+01
  1.640782654285e-01;  1.907446655273e+03; -7.613991276077e+01
  1.641607582569e-01;  1.910621459961e+03; -7.613983026794e+01
  1.642445474863e-01;  1.913779052734e+03; -7.613974647871e+01
  1.643287092447e-01;  1.916851806641e+03; -7.613966231695e+01
  1.644140779972e-01;  1.919963989258e+03; -7.613957694820e+01
  1.644957214594e-01;  1.923110351563e+03; -7.613949530474e+01
  1.645778715611e-01;  1.926311523438e+03; -7.613941315464e+01
  1.646613180637e-01;  1.929461914063e+03; -7.613932970813e+01
  1.647442877293e-01;  1.932616333008e+03; -7.613924673847e+01
  1.648254543543e-01;  1.935735473633e+03; -7.613916557184e+01
  1.649131923914e-01;  1.938794921875e+03; -7.613907783381e+01
  1.649987548590e-01;  1.941961547852e+03; -7.613899227134e+01
  1.650786548853e-01;  1.945083862305e+03; -7.613891237131e+01
  1.651600152254e-01;  1.948218750000e+03; -7.613883101097e+01
  1.652410179377e-01;  1.951312500000e+03; -7.613875000826e+01
  1.653268486261e-01;  1.954464233398e+03; -7.613866417757e+01
  1.654126197100e-01;  1.957518188477e+03; -7.613857840649e+01
  1.654963791370e-01;  1.960623901367e+03; -7.613849464706e+01
  1.655803918839e-01;  1.963720214844e+03; -7.613841063431e+01
  1.656618416309e-01;  1.966856445313e+03; -7.613832918457e+01
  1.657475084066e-01;  1.970009399414e+03; -7.613824351779e+01
  1.658283174038e-01;  1.973123413086e+03; -7.613816270879e+01
  1.659090518951e-01;  1.976219116211e+03; -7.613808197430e+01
  1.659936159849e-01;  1.979356323242e+03; -7.613799741021e+01
  1.660782992840e-01;  1.982538208008e+03; -7.613791272691e+01
  1.661586761475e-01;  1.985673339844e+03; -7.613783235005e+01
  1.662409901619e-01;  1.988806152344e+03; -7.613775003604e+01
  1.663244962692e-01;  1.991925415039e+03; -7.613766652993e+01
  1.664101779461e-01;  1.995040039063e+03; -7.613758084825e+01
  1.664965301752e-01;  1.998217163086e+03; -7.613749449602e+01
  1.665828526020e-01;  2.001366088867e+03; -7.613740817360e+01
  1.666656434536e-01;  2.004527587891e+03; -7.613732538274e+01
  1.667465120554e-01;  2.007680297852e+03; -7.613724451414e+01
  1.668311655521e-01;  2.010766723633e+03; -7.613715986065e+01
  1.669140458107e-01;  2.013853759766e+03; -7.613707698039e+01
  1.669958084822e-01;  2.016983398438e+03; -7.613699521771e+01
  1.670808792114e-01;  2.020138671875e+03; -7.613691014699e+01
  1.671616435051e-01;  2.023301025391e+03; -7.613682938269e+01
  1.672419458628e-01;  2.026425537109e+03; -7.613674908033e+01
  1.673254519701e-01;  2.029559204102e+03; -7.613666557423e+01
  1.674128174782e-01;  2.032734375000e+03; -7.613657820872e+01
  1.674986034632e-01;  2.035900024414e+03; -7.613649242273e+01
  1.675798743963e-01;  2.039082275391e+03; -7.613641115180e+01
  1.676625013351e-01;  2.042315063477e+03; -7.613632852486e+01
  1.677448302507e-01;  2.045513793945e+03; -7.613624619595e+01
  1.678304970264e-01;  2.048599365234e+03; -7.613616052917e+01
  1.679155230522e-01;  2.051691162109e+03; -7.613607550314e+01
  1.679996401072e-01;  2.054851318359e+03; -7.613599138609e+01
  1.680829375982e-01;  2.058049316406e+03; -7.613590808860e+01
  1.681624650955e-01;  2.061182373047e+03; -7.613582856110e+01
  1.682447791100e-01;  2.064215087891e+03; -7.613574624709e+01
  1.683278232813e-01;  2.067264892578e+03; -7.613566320292e+01
  1.684094071388e-01;  2.070351562500e+03; -7.613558161906e+01
  1.684929132462e-01;  2.073463378906e+03; -7.613549811295e+01
  1.685767471790e-01;  2.076594970703e+03; -7.613541427902e+01
  1.686606407166e-01;  2.079823486328e+03; -7.613533038548e+01
  1.687459051609e-01;  2.082999755859e+03; -7.613524512104e+01
  1.688301861286e-01;  2.086162597656e+03; -7.613516084007e+01
  1.689119637012e-01;  2.089373046875e+03; -7.613507906250e+01
  1.689947843552e-01;  2.092560791016e+03; -7.613499624184e+01
  1.690787076950e-01;  2.095789062500e+03; -7.613491231850e+01
  1.691647469997e-01;  2.099035888672e+03; -7.613482627920e+01
  1.692496687174e-01;  2.102245117188e+03; -7.613474135748e+01
  1.693315804005e-01;  2.105460449219e+03; -7.613465944580e+01
  1.694107949734e-01;  2.108597167969e+03; -7.613458023122e+01
  1.694952547550e-01;  2.111740478516e+03; -7.613449577144e+01
  1.695791631937e-01;  2.114938232422e+03; -7.613441186300e+01
  1.696616113186e-01;  2.118072265625e+03; -7.613432941488e+01
  1.697454005480e-01;  2.121185791016e+03; -7.613424562565e+01
  1.698277592659e-01;  2.124297119141e+03; -7.613416326693e+01
  1.699117124081e-01;  2.127456054688e+03; -7.613407931379e+01
  1.699945032597e-01;  2.130623046875e+03; -7.613399652294e+01
  1.700773537159e-01;  2.133783203125e+03; -7.613391367248e+01
  1.701588481665e-01;  2.136946533203e+03; -7.613383217803e+01
  1.702409386635e-01;  2.140133300781e+03; -7.613375008753e+01
  1.703255772591e-01;  2.143318115234e+03; -7.613366544894e+01
  1.704096198082e-01;  2.146483154297e+03; -7.613358140639e+01
  1.704933494329e-01;  2.149646972656e+03; -7.613349767676e+01
  1.705769449472e-01;  2.152815673828e+03; -7.613341408125e+01
  1.706586629152e-01;  2.156009033203e+03; -7.613333236328e+01
  1.707425564528e-01;  2.159183349609e+03; -7.613324846974e+01
  1.708270013332e-01;  2.162351318359e+03; -7.613316402486e+01
  1.709115952253e-01;  2.165515136719e+03; -7.613307943097e+01
  1.709974855185e-01;  2.168654785156e+03; -7.613299354068e+01
  1.710798293352e-01;  2.171837402344e+03; -7.613291119686e+01
  1.711612641811e-01;  2.175072998047e+03; -7.613282976202e+01
  1.712424904108e-01;  2.178270019531e+03; -7.613274853579e+01
  1.713276356459e-01;  2.181476562500e+03; -7.613266339055e+01
  1.714137941599e-01;  2.184663085938e+03; -7.613257723204e+01
  1.714980602264e-01;  2.187901611328e+03; -7.613249296597e+01
  1.715792566538e-01;  2.191111328125e+03; -7.613241176954e+01
  1.716607809067e-01;  2.194269042969e+03; -7.613233024529e+01
  1.717447489500e-01;  2.197419433594e+03; -7.613224627725e+01
  1.718292683363e-01;  2.200645507813e+03; -7.613216175786e+01
  1.719156652689e-01;  2.203841552734e+03; -7.613207536093e+01
  1.719965189695e-01;  2.206980224609e+03; -7.613199450723e+01
  1.720766276121e-01;  2.210164550781e+03; -7.613191439859e+01
  1.721625924110e-01;  2.213365478516e+03; -7.613182843379e+01
  1.722461879253e-01;  2.216553222656e+03; -7.613174483827e+01
  1.723280251026e-01;  2.219772460938e+03; -7.613166300109e+01
  1.724098622799e-01;  2.223010009766e+03; -7.613158116392e+01
  1.724948585033e-01;  2.226237304688e+03; -7.613149616769e+01
  1.725802123547e-01;  2.229460693359e+03; -7.613141081384e+01
  1.726637780666e-01;  2.232633300781e+03; -7.613132724813e+01
  1.727462410927e-01;  2.235836669922e+03; -7.613124478510e+01
  1.728285402060e-01;  2.239086181641e+03; -7.613116248599e+01
  1.729097664356e-01;  2.242273193359e+03; -7.613108125976e+01
  1.729907691479e-01;  2.245511474609e+03; -7.613100025705e+01
  1.730749458075e-01;  2.248783691406e+03; -7.613091608039e+01
  1.731604188681e-01;  2.251998779297e+03; -7.613083060733e+01
  1.732443720102e-01;  2.255185302734e+03; -7.613074665419e+01
  1.733278632164e-01;  2.258452880859e+03; -7.613066316298e+01
  1.734101027250e-01;  2.261681152344e+03; -7.613058092347e+01
  1.734935641289e-01;  2.264962646484e+03; -7.613049746207e+01
  1.735786348581e-01;  2.268177246094e+03; -7.613041239134e+01
  1.736611127853e-01;  2.271428222656e+03; -7.613032991341e+01
  1.737446188927e-01;  2.274672607422e+03; -7.613024640730e+01
  1.738304644823e-01;  2.277944824219e+03; -7.613016056171e+01
  1.739163696766e-01;  2.281151855469e+03; -7.613007465652e+01
  1.739970743656e-01;  2.284392089844e+03; -7.612999395183e+01
  1.740790307522e-01;  2.287615234375e+03; -7.612991199544e+01
  1.741607785225e-01;  2.290841064453e+03; -7.612983024767e+01
  1.742431819439e-01;  2.294107421875e+03; -7.612974784425e+01
  1.743254959583e-01;  2.297368896484e+03; -7.612966553024e+01
  1.744100004435e-01;  2.300646972656e+03; -7.612958102575e+01
  1.744952201843e-01;  2.303858398438e+03; -7.612949580601e+01
  1.745780557394e-01;  2.307062500000e+03; -7.612941297046e+01
  1.746589839458e-01;  2.310254882813e+03; -7.612933204225e+01
  1.747427731752e-01;  2.313445068359e+03; -7.612924825302e+01
  1.748263984919e-01;  2.316593505859e+03; -7.612916462771e+01
  1.749093383551e-01;  2.319819824219e+03; -7.612908168784e+01
  1.749904304743e-01;  2.323087158203e+03; -7.612900059572e+01
  1.750755459070e-01;  2.326332275391e+03; -7.612891548029e+01
  1.751589626074e-01;  2.329561279297e+03; -7.612883206359e+01
  1.752414554358e-01;  2.332777343750e+03; -7.612874957076e+01
  1.753254681826e-01;  2.336042968750e+03; -7.612866555801e+01
  1.754126101732e-01;  2.339356201172e+03; -7.612857841602e+01
  1.754953414202e-01;  2.342588378906e+03; -7.612849568478e+01
  1.755757629871e-01;  2.345872802734e+03; -7.612841526321e+01
  1.756603270769e-01;  2.349217285156e+03; -7.612833069912e+01
  1.757449209690e-01;  2.352513183594e+03; -7.612824610523e+01
  1.758270412683e-01;  2.355738769531e+03; -7.612816398493e+01
  1.759086698294e-01;  2.358972900391e+03; -7.612808235637e+01
  1.759897917509e-01;  2.362239501953e+03; -7.612800123445e+01
  1.760738343000e-01;  2.365548339844e+03; -7.612791719190e+01
  1.761597096920e-01;  2.368840332031e+03; -7.612783131651e+01
  1.762455254793e-01;  2.372117187500e+03; -7.612774550072e+01
  1.763287782669e-01;  2.375417724609e+03; -7.612766224793e+01
  1.764136850834e-01;  2.378698242188e+03; -7.612757734111e+01
  1.764985173941e-01;  2.381886962891e+03; -7.612749250880e+01
  1.765786409378e-01;  2.385134277344e+03; -7.612741238526e+01
  1.766579002142e-01;  2.388383056641e+03; -7.612733312598e+01
  1.767422109842e-01;  2.391695312500e+03; -7.612724881521e+01
  1.768275797367e-01;  2.394907226563e+03; -7.612716344646e+01
  1.769140958786e-01;  2.398103027344e+03; -7.612707693032e+01
  1.769978255033e-01;  2.401291259766e+03; -7.612699320069e+01
  1.770825386047e-01;  2.404495117188e+03; -7.612690848759e+01
  1.771654933691e-01;  2.407713134766e+03; -7.612682553283e+01
  1.772443056107e-01;  2.410962402344e+03; -7.612674672059e+01
  1.773264855146e-01;  2.414262451172e+03; -7.612666454068e+01
  1.774081736803e-01;  2.417473632813e+03; -7.612658285252e+01
  1.774932593107e-01;  2.420694824219e+03; -7.612649776689e+01
  1.775796711445e-01;  2.423914794922e+03; -7.612641135505e+01
  1.776616722345e-01;  2.427190673828e+03; -7.612632935396e+01
  1.777443587780e-01;  2.430483398438e+03; -7.612624666742e+01
  1.778291761875e-01;  2.433751708984e+03; -7.612616185001e+01
  1.779141426086e-01;  2.437019775391e+03; -7.612607688359e+01
  1.779957860708e-01;  2.440312988281e+03; -7.612599524013e+01
  1.780777126551e-01;  2.443620117188e+03; -7.612591331354e+01
  1.781600266695e-01;  2.446924560547e+03; -7.612583099953e+01
  1.782432794571e-01;  2.450277343750e+03; -7.612574774674e+01
  1.783290654421e-01;  2.453584716797e+03; -7.612566196076e+01
  1.784143447876e-01;  2.456871093750e+03; -7.612557668141e+01
  1.784973442554e-01;  2.460180908203e+03; -7.612549368194e+01
  1.785813868046e-01;  2.463480224609e+03; -7.612540963939e+01
  1.786620467901e-01;  2.466792236328e+03; -7.612532897941e+01
  1.787448525429e-01;  2.470083496094e+03; -7.612524617365e+01
  1.788300722837e-01;  2.473349365234e+03; -7.612516095391e+01
  1.789146363735e-01;  2.476635986328e+03; -7.612507638982e+01
  1.789987683296e-01;  2.479857666016e+03; -7.612499225787e+01
  1.790809184313e-01;  2.483073486328e+03; -7.612491010777e+01
  1.791643947363e-01;  2.486336669922e+03; -7.612482663146e+01
  1.792488247156e-01;  2.489594482422e+03; -7.612474220148e+01
  1.793308109045e-01;  2.492865722656e+03; -7.612466021529e+01
  1.794109046459e-01;  2.496108642578e+03; -7.612458012155e+01
  1.794959902763e-01;  2.499312500000e+03; -7.612449503592e+01
  1.795793920755e-01;  2.502559082031e+03; -7.612441163412e+01
  1.796610653400e-01;  2.505809326172e+03; -7.612432996086e+01
  1.797432899475e-01;  2.509043945313e+03; -7.612424773625e+01
  1.798267662525e-01;  2.512330322266e+03; -7.612416425994e+01
  1.799120604992e-01;  2.515573974609e+03; -7.612407896570e+01
  1.799968630075e-01;  2.518822021484e+03; -7.612399416319e+01
  1.800784915686e-01;  2.522075683594e+03; -7.612391253463e+01
  1.801616400480e-01;  2.525292480469e+03; -7.612382938615e+01
  1.802442222834e-01;  2.528516357422e+03; -7.612374680391e+01
  1.803274899721e-01;  2.531780517578e+03; -7.612366353623e+01
  1.804126501083e-01;  2.535077880859e+03; -7.612357837609e+01
  1.804982572794e-01;  2.538347167969e+03; -7.612349276892e+01
  1.805813163519e-01;  2.541585205078e+03; -7.612340970985e+01
  1.806631684303e-01;  2.544769775391e+03; -7.612332785777e+01
  1.807459145784e-01;  2.548009277344e+03; -7.612324511162e+01
  1.808287352324e-01;  2.551305419922e+03; -7.612316229096e+01
  1.809119880199e-01;  2.554561523438e+03; -7.612307903818e+01
  1.809944361448e-01;  2.557786376953e+03; -7.612299659005e+01
  1.810779273510e-01;  2.561011962891e+03; -7.612291309885e+01
  1.811655163765e-01;  2.564293457031e+03; -7.612282550982e+01
  1.812482774258e-01;  2.567509765625e+03; -7.612274274877e+01
  1.813292950392e-01;  2.570798828125e+03; -7.612266173116e+01
  1.814104169607e-01;  2.574059570313e+03; -7.612258060924e+01
  1.814938187599e-01;  2.577391601563e+03; -7.612249720744e+01
  1.815776973963e-01;  2.580738769531e+03; -7.612241332880e+01
  1.816619634628e-01;  2.583992431641e+03; -7.612232906273e+01
  1.817449480295e-01;  2.587286865234e+03; -7.612224607817e+01
  1.818287670612e-01;  2.590598632813e+03; -7.612216225914e+01
  1.819123625755e-01;  2.593994873047e+03; -7.612207866362e+01
  1.819949150085e-01;  2.597289550781e+03; -7.612199611119e+01
